experiment,scenario,dataset,algorithm,value_quantifier,method_variant,artificial_low_count,interaction_order,equivalent_mc_paths,contribution_threshold,threshold_mode,relative_threshold_factor,effective_contribution_threshold,feature_subset_count,feature_subset_seed,replicates,runtime_seconds_mean,runtime_seconds_std,coalition_evaluation_requests_mean,coalition_evaluation_requests_std,unique_value_evaluations_mean,unique_value_evaluations_std,actual_value_function_calls_mean,actual_value_function_calls_std,total_marginal_samples_mean,total_marginal_samples_std,marginal_sample_reduction_vs_mc_mean,marginal_sample_reduction_vs_mc_std,request_reduction_vs_mc_mean,request_reduction_vs_mc_std,all_nmae_mean,all_nmae_std,all_rmse_mean,all_rmse_std,spearman_mean,spearman_std,high_nmae_mean,high_nmae_std,high_rmse_mean,high_rmse_std,high_recall_mean,high_recall_std,high_precision_mean,high_precision_std,low_recall_mean,low_recall_std,low_precision_mean,low_precision_std,tail_total_abs_error_mean,tail_total_abs_error_std,known_low_capture_ratio_mean,known_low_capture_ratio_std,candidate_low_screening_ratio_mean,candidate_low_screening_ratio_std,artificial_reference_low_rate_mean,artificial_reference_low_rate_std,verified_artificial_low_recall_mean,verified_artificial_low_recall_std,mean_true_high_samples_mean,mean_true_high_samples_std,mean_true_low_samples_mean,mean_true_low_samples_std,low_to_high_sampling_ratio_mean,low_to_high_sampling_ratio_std,max_estimated_certified_low_contribution_mean,max_estimated_certified_low_contribution_std,high_group_count_mean,high_group_count_std,low_group_count_mean,low_group_count_std,group_checks_mean,group_checks_std,triggered_coalition_audits_mean,triggered_coalition_audits_std,focused_selection_rate,adaptive_sampling_rate
g2_public_general,public_compatibility,iris,dtg_shapley,holdout_naive_bayes,default,0,0,100,0.04,relative,0.5,0.125,0,11,3,0.007477600000129314,0.0008830114144443574,443.3333333333333,4.618802153517006,16.0,0.0,16.0,0.0,400.0,0.0,0.0,0.0,-0.10333333333333343,0.011547005383792526,0.0034500517886276085,0.0022465965048609747,0.0038370136692110197,0.0021108437537940895,1.0,0.0,0.003450051788627608,0.002246596504860983,0.003842041065381807,0.0019146126904248547,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00690010357725522,0.00449319300972193,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.03512456000287169,0.006333061304576362,2.0,0.0,2.0,0.0,24.0,0.0,8.0,1.0,0.0,0.0
g2_public_general,public_compatibility,iris,exact,mutual_information,default,0,0,0,0.04,relative,0.5,0.125,0,11,1,0.01680119999946328,0.0,0.0,0.0,16.0,0.0,16.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
g2_public_general,public_compatibility,iris,exact,holdout_naive_bayes,default,0,0,0,0.04,relative,0.5,0.125,0,11,1,0.005290099999911035,0.0,0.0,0.0,16.0,0.0,16.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.03633513150399599,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
g2_public_general,public_compatibility,iris,kernel_shap,holdout_naive_bayes,default,0,0,100,0.04,relative,0.5,0.125,0,11,3,0.00303156666692909,0.00031294632713269895,16.0,0.0,16.0,0.0,16.0,0.0,,0.0,,0.0,0.96,0.0,1.2609271266006417e-16,0.0,1.443097121403747e-16,0.0,1.0,0.0,1.3877787807814457e-16,0.0,1.6184142622847346e-16,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.220446049250313e-16,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.03633513150399593,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
g2_public_general,public_compatibility,iris,kernel_shap,mutual_information,default,0,0,100,0.04,relative,0.5,0.125,0,11,3,0.017084833332773997,0.00015695287030173766,16.0,0.0,16.0,0.0,16.0,0.0,,0.0,,0.0,0.96,0.0,1.457167719820518e-16,0.0,1.9078803932353506e-16,0.0,1.0,0.0,1.457167719820518e-16,0.0,1.9078803932353506e-16,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
g2_public_general,public_compatibility,iris,mc,holdout_naive_bayes,default,0,0,100,0.04,relative,0.5,0.125,0,11,3,0.0038717666666343575,0.0003684424696294822,400.0,0.0,16.0,0.0,16.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.015442934082226882,0.01237733058590613,0.019166425433402818,0.01666562109418169,1.0,0.0,0.02347961306408054,0.02680123890937333,0.02357358052180297,0.026877019814914055,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0042904225756238415,0.003919785640803767,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.038906924570901766,0.009628457725865465,,0.0,,0.0,,0.0,,0.0,0.0,0.0
g2_public_general,public_compatibility,iris,mc,mutual_information,default,0,0,100,0.04,relative,0.5,0.125,0,11,3,0.017538599999776732,0.0006773308424265207,400.0,0.0,16.0,0.0,16.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.020519266999931774,0.0077162297418002035,0.025936725346900526,0.010871912299515092,0.8666666666666667,0.11547005383792512,0.020519266999931774,0.0077162297418002035,0.025936725346900526,0.010871912299515092,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
g2_public_general,public_compatibility,iris,stratified,mutual_information,default,0,0,100,0.04,relative,0.5,0.125,0,11,3,0.017075399999763857,0.00022971070920343054,402.0,0.0,16.0,0.0,16.0,0.0,200.0,0.0,0.5,0.0,-0.004999999999999893,0.0,0.009646695529989438,0.0023067879629619626,0.011557025299167157,0.002698218851174298,0.9333333333333332,0.11547005383792512,0.009646695529989438,0.0023067879629619626,0.011557025299167157,0.002698218851174298,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,50.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
g2_public_general,public_compatibility,iris,stratified,holdout_naive_bayes,default,0,0,100,0.04,relative,0.5,0.125,0,11,3,0.003213600000284108,0.00025402088544194967,402.0,0.0,16.0,0.0,16.0,0.0,200.0,0.0,0.5,0.0,-0.004999999999999893,0.0,0.006513235961129457,0.001633152519587701,0.007749334324307984,0.0016388298784950578,1.0,0.0,0.009822922142066823,0.0010694131252674212,0.010113154534151287,0.0014584172958424155,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.004097199997389914,0.0036700607505140304,,0.0,,0.0,,0.0,,0.0,50.0,0.0,50.0,0.0,1.0,0.0,0.03837241562042082,0.007115028088925372,,0.0,,0.0,,0.0,,0.0,0.0,0.0
g2_public_general,public_compatibility,iris,tmc,holdout_naive_bayes,default,0,0,100,0.04,relative,0.5,0.125,0,11,3,0.003596999999596543,0.0010876676465918999,402.0,0.0,16.0,0.0,16.0,0.0,400.0,0.0,0.0,0.0,-0.004999999999999893,0.0,0.015442934082226882,0.01237733058590613,0.019166425433402818,0.01666562109418169,1.0,0.0,0.02347961306408054,0.02680123890937333,0.02357358052180297,0.026877019814914055,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0042904225756238415,0.003919785640803767,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.038906924570901766,0.009628457725865465,,0.0,,0.0,,0.0,,0.0,0.0,0.0
g2_public_general,public_compatibility,iris,tmc,mutual_information,default,0,0,100,0.04,relative,0.5,0.125,0,11,3,0.017243000000235043,0.0004437552807781948,350.0,1.7320508075688772,16.0,0.0,16.0,0.0,348.0,1.7320508075688772,0.12999999999999998,0.004330127018922165,0.12499999999999996,0.004330127018922165,0.020865698816839636,0.00817184083742986,0.026258377805020865,0.011432321366516052,0.9333333333333332,0.11547005383792512,0.020865698816839636,0.00817184083742986,0.026258377805020865,0.011432321366516052,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,87.0,0.4330127018922193,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
