case_id,experiment,scenario,dataset,algorithm,value_quantifier,method_variant,reference_group,seed,artificial_low_count,interaction_order,equivalent_mc_paths,feature_subset_count,feature_subset_seed,contribution_threshold,threshold_mode,relative_threshold_factor,effective_contribution_threshold,runtime_seconds,mode,high_group_count,low_group_count,group_checks,triggered_coalition_audits,coalition_evaluation_requests,unique_value_evaluations,actual_value_function_calls,total_marginal_samples,marginal_sample_reduction_vs_mc,request_reduction_vs_mc,known_low_capture_ratio,candidate_low_screening_ratio,reference_case_id,reference_algorithm,all_nmae,all_rmse,spearman,high_nmae,high_rmse,high_recall,high_precision,low_recall,low_precision,tail_total_abs_error,true_high_count,true_low_count,mean_true_high_samples,mean_true_low_samples,low_to_high_sampling_ratio,artificial_reference_low_rate,verified_artificial_low_recall,max_estimated_certified_low_contribution
g2_public_general__public_compatibility__iris__low0__seed11__stratified__b100__2b6d88b997ed,g2_public_general,public_compatibility,iris,stratified,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.125,0.0030305000000225846,,,,,,402,16,16,200,0.5,-0.004999999999999893,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.008101926801294389,0.009537944486498012,1.0,0.010962240839977738,0.011718382779537968,1.0,1.0,1.0,1.0,0.008282456334710545,2,2,50.0,50.0,1.0,,,0.0457179724339623
g2_public_general__public_compatibility__iris__low0__seed11__tmc__b100__0eb0629afa86,g2_public_general,public_compatibility,iris,tmc,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.125,0.002925499999037129,,,,,,402,16,16,400,0.0,-0.004999999999999893,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.004006466875272797,0.00545894173938287,1.0,0.00030522486447934205,0.00031329113889773006,1.0,1.0,1.0,1.0,0.0006104497289587396,2,2,100.0,100.0,1.0,,,0.04434806525454161
g2_public_general__public_compatibility__iris__low0__seed11__tmc__b100__fdd997dc708b,g2_public_general,public_compatibility,iris,tmc,mutual_information,default,iris_mutual_information_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.125,0.017750499999237945,,,,,,349,16,16,347,0.13249999999999995,0.12749999999999995,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.011447265402428838,0.013253218733845617,1.0,0.011447265402428838,0.013253218733845617,1.0,1.0,1.0,1.0,0,4,0,86.75,,,,,
g2_public_general__public_compatibility__iris__low0__seed23__antithetic_mc__b100__8b5fbea67538,g2_public_general,public_compatibility,iris,antithetic_mc,mutual_information,default,iris_mutual_information_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.01678419999916514,,,,,,400,16,16,400,0.0,0.0,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.006457556223413687,0.0068612353800012954,0.8,0.006457556223413687,0.0068612353800012954,1.0,1.0,1.0,1.0,0,4,0,100.0,,,,,
g2_public_general__public_compatibility__iris__low0__seed23__antithetic_mc__b100__990ca9c009ac,g2_public_general,public_compatibility,iris,antithetic_mc,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.0030626000007032417,,,,,,400,16,16,400,0.0,0.0,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.003158991012779447,0.003793117783896541,1.0,0.001695325562780653,0.0021289442238681417,1.0,1.0,1.0,1.0,0.0033906511255612573,2,2,100.0,100.0,1.0,,,0.04265311352955486
g2_public_general__public_compatibility__iris__low0__seed23__dtg_shapley__b100__671650fb8e25,g2_public_general,public_compatibility,iris,dtg_shapley,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.007351199999902747,uniform_mc_natural_fallback,2,2,24,7,438,16,16,400,0.0,-0.09000000000000008,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.006040687576342204,0.006274373207228833,1.0,0.006040687576342213,0.0060524933128459114,1.0,1.0,1.0,1.0,0.012081375152684388,2,2,100.0,100.0,1.0,,,0.027925280237622512
g2_public_general__public_compatibility__iris__low0__seed23__dtg_shapley__b100__bf099bae994f,g2_public_general,public_compatibility,iris,dtg_shapley,mutual_information,default,iris_mutual_information_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.02102539999941655,uniform_mc_natural_fallback,4,0,24,0,402,16,16,400,0.0,0.0,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.006457556223413687,0.0068612353800012954,0.8,0.006457556223413687,0.0068612353800012954,1.0,1.0,1.0,1.0,0,4,0,100.0,,,,,
g2_public_general__public_compatibility__iris__low0__seed23__kernel_shap__b100__053232c3f159,g2_public_general,public_compatibility,iris,kernel_shap,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.0028875000007246854,,,,,,16,16,16,,,0.96,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,1.2609271266006417e-16,1.443097121403747e-16,1.0,1.3877787807814457e-16,1.6184142622847344e-16,1.0,1.0,1.0,1.0,2.220446049250313e-16,2,2,,,,,,0.03633513150399593
g2_public_general__public_compatibility__iris__low0__seed23__kernel_shap__b100__17a665e0ac98,g2_public_general,public_compatibility,iris,kernel_shap,mutual_information,default,iris_mutual_information_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.016903599998840946,,,,,,16,16,16,,,0.96,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,1.457167719820518e-16,1.9078803932353506e-16,1.0,1.457167719820518e-16,1.9078803932353506e-16,1.0,1.0,1.0,1.0,0,4,0,,,,,,
g2_public_general__public_compatibility__iris__low0__seed23__mc__b100__09042990dfd4,g2_public_general,public_compatibility,iris,mc,mutual_information,default,iris_mutual_information_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.017910299999130075,,,,,,400,16,16,400,0.0,0.0,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.025357125565791706,0.03377469234874584,1.0,0.025357125565791706,0.03377469234874584,1.0,1.0,1.0,1.0,0,4,0,100.0,,,,,
g2_public_general__public_compatibility__iris__low0__seed23__mc__b100__a9417c3f9c5e,g2_public_general,public_compatibility,iris,mc,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.003717300000062096,,,,,,400,16,16,400,0.0,0.0,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.028584356070825594,0.03771724360479687,1.0,0.05282961115868853,0.05299679682832285,1.0,1.0,1.0,1.0,0.008412528486561512,2,2,100.0,100.0,1.0,,,0.027789766277752575
g2_public_general__public_compatibility__iris__low0__seed23__stratified__b100__0bf7fa0bdc5d,g2_public_general,public_compatibility,iris,stratified,mutual_information,default,iris_mutual_information_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.017129399999248562,,,,,,402,16,16,200,0.5,-0.004999999999999893,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.0085448123856105,0.010059285004158851,1.0,0.0085448123856105,0.010059285004158851,1.0,1.0,1.0,1.0,0,4,0,50.0,,,,,
g2_public_general__public_compatibility__iris__low0__seed23__stratified__b100__ba7ae167cfaf,g2_public_general,public_compatibility,iris,stratified,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.003503600000840379,,,,,,402,16,16,200,0.5,-0.004999999999999893,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.004838985311480939,0.006319848305182617,1.0,0.008840819935327204,0.008869617834385847,1.0,1.0,1.0,1.0,0.0014283184507336566,2,2,50.0,50.0,1.0,,,0.03788644141699749
g2_public_general__public_compatibility__iris__low0__seed23__tmc__b100__8dc8b8f455a2,g2_public_general,public_compatibility,iris,tmc,mutual_information,default,iris_mutual_information_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.016928000000916654,,,,,,352,16,16,350,0.125,0.12,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.026073730806508384,0.03472242362310498,1.0,0.026073730806508384,0.03472242362310498,1.0,1.0,1.0,1.0,0,4,0,87.5,,,,,
g2_public_general__public_compatibility__iris__low0__seed23__tmc__b100__a4588a4320fb,g2_public_general,public_compatibility,iris,tmc,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.125,0.004851899999266607,,,,,,402,16,16,400,0.0,-0.004999999999999893,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.028584356070825594,0.03771724360479687,1.0,0.05282961115868853,0.05299679682832285,1.0,1.0,1.0,1.0,0.008412528486561512,2,2,100.0,100.0,1.0,,,0.027789766277752575
g2_public_general__public_compatibility__iris__low0__seed42__antithetic_mc__b100__9d5d90ce6421,g2_public_general,public_compatibility,iris,antithetic_mc,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.0032427999994979473,,,,,,400,16,16,400,0.0,0.0,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.002316802728663202,0.002750627508146968,1.0,0.0022392016571121665,0.0026844699551199233,1.0,1.0,1.0,1.0,0.0029613205694268632,2,2,100.0,100.0,1.0,,,0.04021019558892366
g2_public_general__public_compatibility__iris__low0__seed42__antithetic_mc__b100__f6c5a9943695,g2_public_general,public_compatibility,iris,antithetic_mc,mutual_information,default,iris_mutual_information_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.0176647000007506,,,,,,400,16,16,400,0.0,0.0,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.008142021682557565,0.009465145431488811,1.0,0.008142021682557565,0.009465145431488811,1.0,1.0,1.0,1.0,0,4,0,100.0,,,,,
g2_public_general__public_compatibility__iris__low0__seed42__dtg_shapley__b100__1d6bef7b779f,g2_public_general,public_compatibility,iris,dtg_shapley,mutual_information,default,iris_mutual_information_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.021922399999311892,uniform_mc_natural_fallback,4,0,24,0,402,16,16,400,0.0,0.0,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.008142021682557565,0.009465145431488811,1.0,0.008142021682557565,0.009465145431488811,1.0,1.0,1.0,1.0,0,4,0,100.0,,,,,
g2_public_general__public_compatibility__iris__low0__seed42__dtg_shapley__b100__aa7f193d3c34,g2_public_general,public_compatibility,iris,dtg_shapley,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.006664600001386134,uniform_mc_natural_fallback,2,2,24,9,446,16,16,400,0.0,-0.1100000000000001,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.002271569322671398,0.0026292981492286667,1.0,0.0022715693226713907,0.0027709821861475067,1.0,1.0,1.0,1.0,0.004543138645342816,2,2,100.0,100.0,1.0,,,0.0376126947646004
g2_public_general__public_compatibility__iris__low0__seed42__kernel_shap__b100__32b01c251437,g2_public_general,public_compatibility,iris,kernel_shap,mutual_information,default,iris_mutual_information_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.017175200000565383,,,,,,16,16,16,,,0.96,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,1.457167719820518e-16,1.9078803932353506e-16,1.0,1.457167719820518e-16,1.9078803932353506e-16,1.0,1.0,1.0,1.0,0,4,0,,,,,,
g2_public_general__public_compatibility__iris__low0__seed42__kernel_shap__b100__69ac60daaa20,g2_public_general,public_compatibility,iris,kernel_shap,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.003390600000784616,,,,,,16,16,16,,,0.96,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,1.2609271266006417e-16,1.443097121403747e-16,1.0,1.3877787807814457e-16,1.6184142622847344e-16,1.0,1.0,1.0,1.0,2.220446049250313e-16,2,2,,,,,,0.03633513150399593
g2_public_general__public_compatibility__iris__low0__seed42__mc__b100__679c88410c6e,g2_public_general,public_compatibility,iris,mc,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.004292300000088289,,,,,,400,16,16,400,0.0,0.0,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.013737979300582251,0.01432309095602871,1.0,0.01730400316907374,0.017410653598188323,1.0,1.0,1.0,1.0,0.0038482895113512716,2,2,100.0,100.0,1.0,,,0.04458294218041112
g2_public_general__public_compatibility__iris__low0__seed42__mc__b100__beacd2c512ff,g2_public_general,public_compatibility,iris,mc,mutual_information,default,iris_mutual_information_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.017948700000488316,,,,,,400,16,16,400,0.0,0.0,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.024580040241099173,0.03051027868763098,0.8,0.024580040241099173,0.03051027868763098,1.0,1.0,1.0,1.0,0,4,0,100.0,,,,,
g2_public_general__public_compatibility__iris__low0__seed42__stratified__b100__826ea531ce6b,g2_public_general,public_compatibility,iris,stratified,mutual_information,default,iris_mutual_information_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.017273299999942537,,,,,,402,16,16,200,0.5,-0.004999999999999893,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.012297794443467028,0.014671897449071915,1.0,0.012297794443467028,0.014671897449071915,1.0,1.0,1.0,1.0,0,4,0,50.0,,,,,
g2_public_general__public_compatibility__iris__low0__seed42__stratified__b100__d1de427eecc8,g2_public_general,public_compatibility,iris,stratified,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.0031066999999893596,,,,,,402,16,16,200,0.5,-0.004999999999999893,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.006598795770613045,0.007390210181243324,1.0,0.009665705650895529,0.009751462988530048,1.0,1.0,1.0,1.0,0.0025808252067255413,2,2,50.0,50.0,1.0,,,0.03151283301030266
g2_public_general__public_compatibility__iris__low0__seed42__tmc__b100__1bbb62549490,g2_public_general,public_compatibility,iris,tmc,mutual_information,default,iris_mutual_information_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.017050500000550528,,,,,,349,16,16,347,0.13249999999999995,0.12749999999999995,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__1cd8bf3a8213,exact,0.025076100241581682,0.030799491058111993,0.8,0.025076100241581682,0.030799491058111993,1.0,1.0,1.0,1.0,0,4,0,86.75,,,,,
g2_public_general__public_compatibility__iris__low0__seed42__tmc__b100__986c75d748ed,g2_public_general,public_compatibility,iris,tmc,holdout_naive_bayes,default,iris_holdout_naive_bayes_unaltered,42,0,0,100,0,11,0.04,relative,0.5,0.125,0.0030136000004858943,,,,,,402,16,16,400,0.0,-0.004999999999999893,,,g2_public_general__public_compatibility__iris__low0__seed11__exact__b0__306b2220be53,exact,0.013737979300582251,0.01432309095602871,1.0,0.01730400316907374,0.017410653598188323,1.0,1.0,1.0,1.0,0.0038482895113512716,2,2,100.0,100.0,1.0,,,0.04458294218041112
g2_public_general__public_compatibility__wine__low0__seed11__antithetic_mc__b100__aa888de15ae8,g2_public_general,public_compatibility,wine,antithetic_mc,mutual_information,default,wine_mutual_information_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,1.8909724000004644,,,,,,1300,886,886,1300,0.0,0.0,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,exact,0.008476150667211253,0.010870639628132993,0.9010989010989011,0.008476150667211253,0.010870639628132993,1.0,1.0,1.0,1.0,0,13,0,100.0,,,,,
g2_public_general__public_compatibility__wine__low0__seed11__antithetic_mc__b100__b4e2f025c513,g2_public_general,public_compatibility,wine,antithetic_mc,holdout_naive_bayes,default,wine_holdout_naive_bayes_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,0.10143189999871538,,,,,,1300,886,886,1300,0.0,0.0,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,exact,0.0011980401863783319,0.0015879430994184217,0.9945054945054945,0.0012170360061391856,0.0016325731721877317,1.0,1.0,1.0,1.0,0.003728418498130555,9,4,100.0,100.0,1.0,,,0.024994810578766728
g2_public_general__public_compatibility__wine__low0__seed11__dtg_shapley__b100__2edb4d15c418,g2_public_general,public_compatibility,wine,dtg_shapley,mutual_information,default,wine_mutual_information_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,1.8123720999992656,uniform_mc_natural_fallback,13,0,24,0,1302,886,886,1300,0.0,0.0,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,exact,0.008476150667211253,0.010870639628132993,0.9010989010989011,0.008476150667211253,0.010870639628132993,1.0,1.0,1.0,1.0,0,13,0,100.0,,,,,
g2_public_general__public_compatibility__wine__low0__seed11__dtg_shapley__b100__7189a84539ec,g2_public_general,public_compatibility,wine,dtg_shapley,holdout_naive_bayes,default,wine_holdout_naive_bayes_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,0.09902940000029048,uniform_mc_natural_fallback,12,1,24,13,1378,939,939,1300,0.0,-0.058461538461538565,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,exact,0.0018293464837277522,0.0021660213738021535,0.9945054945054945,0.0018844088776406463,0.0022539709736815587,1.0,0.75,0.25,1.0,0.005630286956900085,9,4,100.0,100.0,1.0,,,-0.010789438705790454
g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,g2_public_general,public_compatibility,wine,exact,mutual_information,default,wine_mutual_information_unaltered,11,0,0,0,0,11,0.04,relative,0.5,0.038461538461538464,17.756807699999626,,,,,,0,8192,8192,,,,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,exact,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,13,0,,,,,,
g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,g2_public_general,public_compatibility,wine,exact,holdout_naive_bayes,default,wine_holdout_naive_bayes_unaltered,11,0,0,0,0,11,0.04,relative,0.5,0.038461538461538464,1.5539657999997871,,,,,,0,8192,8192,,,,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,exact,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,9,4,,,,,,0.02544120051353427
g2_public_general__public_compatibility__wine__low0__seed11__kernel_shap__b100__6bb1031abb7e,g2_public_general,public_compatibility,wine,kernel_shap,holdout_naive_bayes,default,wine_holdout_naive_bayes_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,0.11858189999838942,,,,,,1302,948,948,,,-0.0015384615384614886,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,exact,0.0015289104018861555,0.0020452339363056754,0.9945054945054945,0.0017312089178740386,0.0022094523775791413,1.0,1.0,1.0,1.0,0.004216906255756318,9,4,,,,,,0.02446452022982399
g2_public_general__public_compatibility__wine__low0__seed11__kernel_shap__b100__ebcf4b6143d4,g2_public_general,public_compatibility,wine,kernel_shap,mutual_information,default,wine_mutual_information_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,1.7452703999988444,,,,,,1302,948,948,,,-0.0015384615384614886,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,exact,0.01903405557171446,0.021937116795126718,0.6318681318681318,0.019034055571714455,0.02193711679512672,0.9230769230769231,1.0,1.0,0.0,0,13,0,,,,,,0.037655467138488934
g2_public_general__public_compatibility__wine__low0__seed11__mc__b100__01e6066a1a1f,g2_public_general,public_compatibility,wine,mc,mutual_information,default,wine_mutual_information_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,1.7609001999990141,,,,,,1300,888,888,1300,0.0,0.0,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,exact,0.0144976219139266,0.016875185133914658,0.7912087912087912,0.014497621913926598,0.01687518513391466,0.9230769230769231,1.0,1.0,0.0,0,13,0,100.0,,,,,0.03788991330940893
g2_public_general__public_compatibility__wine__low0__seed11__mc__b100__94eadf73fef6,g2_public_general,public_compatibility,wine,mc,holdout_naive_bayes,default,wine_holdout_naive_bayes_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,0.090925900000002,,,,,,1300,888,888,1300,0.0,0.0,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,exact,0.0019811084905843853,0.0026821476597092973,0.989010989010989,0.001973234032547359,0.0027649354081378417,1.0,1.0,1.0,1.0,0.001442508089607622,9,4,100.0,100.0,1.0,,,0.022698411145964093
g2_public_general__public_compatibility__wine__low0__seed11__stratified__b100__4ea73cf23742,g2_public_general,public_compatibility,wine,stratified,mutual_information,default,wine_mutual_information_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,1.5308770999999979,,,,,,1302,906,906,650,0.5,-0.0015384615384614886,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,exact,0.00407558764046793,0.005044422559759716,0.945054945054945,0.00407558764046793,0.005044422559759715,1.0,1.0,1.0,1.0,0,13,0,50.0,,,,,
g2_public_general__public_compatibility__wine__low0__seed11__stratified__b100__86af3f720225,g2_public_general,public_compatibility,wine,stratified,holdout_naive_bayes,default,wine_holdout_naive_bayes_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,0.10192319999987376,,,,,,1302,906,906,650,0.5,-0.0015384615384614886,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,exact,0.00154124289689206,0.0019288221553884117,0.9945054945054945,0.0012762146958408163,0.0015992799584890727,1.0,1.0,1.0,1.0,0.0014538513071756728,9,4,50.0,50.0,1.0,,,0.026790619666208333
g2_public_general__public_compatibility__wine__low0__seed11__tmc__b100__0fdc179149b0,g2_public_general,public_compatibility,wine,tmc,mutual_information,default,wine_mutual_information_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,0.28370129999893834,,,,,,376,232,232,374,0.7123076923076923,0.7107692307692308,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,exact,0.014523467894755705,0.01692802515280093,0.7912087912087912,0.014523467894755705,0.01692802515280093,0.9230769230769231,1.0,1.0,0.0,0,13,0,28.76923076923077,,,,,0.037706175238333556
g2_public_general__public_compatibility__wine__low0__seed11__tmc__b100__a33517f2aa24,g2_public_general,public_compatibility,wine,tmc,holdout_naive_bayes,default,wine_holdout_naive_bayes_unaltered,11,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,0.09278929999891261,,,,,,1289,888,888,1287,0.010000000000000009,0.00846153846153841,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,exact,0.0019795650939716594,0.0026953626708040744,0.989010989010989,0.0019465387670264708,0.0027623943416944983,1.0,1.0,1.0,1.0,0.0025107994557957564,9,4,99.77777777777777,97.25,0.9746659242761694,,,0.022691570046798757
g2_public_general__public_compatibility__wine__low0__seed23__antithetic_mc__b100__31bd11d0316d,g2_public_general,public_compatibility,wine,antithetic_mc,mutual_information,default,wine_mutual_information_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,2.093063099999199,,,,,,1300,898,898,1300,0.0,0.0,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,exact,0.008655502967937191,0.011874835769853964,0.7857142857142857,0.008655502967937191,0.011874835769853962,1.0,1.0,1.0,1.0,0,13,0,100.0,,,,,
g2_public_general__public_compatibility__wine__low0__seed23__antithetic_mc__b100__a9f7dedf828f,g2_public_general,public_compatibility,wine,antithetic_mc,holdout_naive_bayes,default,wine_holdout_naive_bayes_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,0.07789330000014161,,,,,,1300,898,898,1300,0.0,0.0,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,exact,0.0008752293264417508,0.001073063065559025,1.0,0.0009899149132834434,0.0011467572015146968,1.0,1.0,1.0,1.0,0.0009531274052302363,9,4,100.0,100.0,1.0,,,0.025395043942219253
g2_public_general__public_compatibility__wine__low0__seed23__dtg_shapley__b100__76136117b26c,g2_public_general,public_compatibility,wine,dtg_shapley,mutual_information,default,wine_mutual_information_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,1.760055900000225,uniform_mc_natural_fallback,13,0,24,1,1310,904,904,1300,0.0,-0.006153846153846176,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,exact,0.009634770463382281,0.011555704106892845,0.7857142857142857,0.009634770463382281,0.011555704106892845,1.0,1.0,1.0,1.0,0,13,0,100.0,,,,,
g2_public_general__public_compatibility__wine__low0__seed23__dtg_shapley__b100__ea7f7153ed3a,g2_public_general,public_compatibility,wine,dtg_shapley,holdout_naive_bayes,default,wine_holdout_naive_bayes_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,0.16592620000119496,uniform_mc_natural_fallback,13,0,24,10,1354,907,907,1300,0.0,-0.040000000000000036,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,exact,0.0009529665331018452,0.001239583420188481,0.9945054945054945,0.0009780169516796684,0.0011131741487277753,1.0,0.6923076923076923,0.0,0.0,0.0025293316838396473,9,4,100.0,100.0,1.0,,,
g2_public_general__public_compatibility__wine__low0__seed23__kernel_shap__b100__089a364c1d21,g2_public_general,public_compatibility,wine,kernel_shap,holdout_naive_bayes,default,wine_holdout_naive_bayes_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,0.1339124999994965,,,,,,1302,939,939,,,-0.0015384615384614886,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__b5da98e5b916,exact,0.0013320302865070942,0.0016051615114739176,0.9835164835164835,0.0016365650001774579,0.0018050047736278719,1.0,1.0,1.0,1.0,0.0025873087229951117,9,4,,,,,,0.0274126009684501
g2_public_general__public_compatibility__wine__low0__seed23__kernel_shap__b100__d2fae1d4fa7c,g2_public_general,public_compatibility,wine,kernel_shap,mutual_information,default,wine_mutual_information_unaltered,23,0,0,100,0,11,0.04,relative,0.5,0.038461538461538464,1.636297500001092,,,,,,1302,939,939,,,-0.0015384615384614886,,,g2_public_general__public_compatibility__wine__low0__seed11__exact__b0__7c9f7f3bbb2c,exact,0.014584463691176932,0.01854600863472544,0.8461538461538461,0.01458446369117693,0.01854600863472544,0.9230769230769231,1.0,1.0,0.0,0,13,0,,,,,,0.025364148815590376
