experiment,scenario,dataset,algorithm,value_quantifier,artificial_low_count,interaction_order,equivalent_mc_paths,contribution_threshold,threshold_mode,relative_threshold_factor,effective_contribution_threshold,feature_subset_count,feature_subset_seed,replicates,runtime_seconds_mean,runtime_seconds_std,coalition_evaluation_requests_mean,coalition_evaluation_requests_std,unique_value_evaluations_mean,unique_value_evaluations_std,actual_value_function_calls_mean,actual_value_function_calls_std,total_marginal_samples_mean,total_marginal_samples_std,marginal_sample_reduction_vs_mc_mean,marginal_sample_reduction_vs_mc_std,request_reduction_vs_mc_mean,request_reduction_vs_mc_std,all_nmae_mean,all_nmae_std,all_rmse_mean,all_rmse_std,spearman_mean,spearman_std,high_nmae_mean,high_nmae_std,high_rmse_mean,high_rmse_std,high_recall_mean,high_recall_std,high_precision_mean,high_precision_std,low_recall_mean,low_recall_std,low_precision_mean,low_precision_std,tail_total_abs_error_mean,tail_total_abs_error_std,known_low_capture_ratio_mean,known_low_capture_ratio_std,candidate_low_screening_ratio_mean,candidate_low_screening_ratio_std,artificial_reference_low_rate_mean,artificial_reference_low_rate_std,verified_artificial_low_recall_mean,verified_artificial_low_recall_std,mean_true_high_samples_mean,mean_true_high_samples_std,mean_true_low_samples_mean,mean_true_low_samples_std,low_to_high_sampling_ratio_mean,low_to_high_sampling_ratio_std,max_estimated_certified_low_contribution_mean,max_estimated_certified_low_contribution_std,high_group_count_mean,high_group_count_std,low_group_count_mean,low_group_count_std,group_checks_mean,group_checks_std,triggered_coalition_audits_mean,triggered_coalition_audits_std,focused_selection_rate,adaptive_sampling_rate
structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,mutual_information,0,0,0,0.04,relative,0.5,0.01,50,23,1,0.24572659999830648,0.0,52.0,0.0,52.0,0.0,52.0,0.0,,0.0,,0.0,,0.0,0.0008328360268715701,0.0,0.0013245141634265112,0.0,0.692449614877408,0.0,0.0010668318807689709,0.0,0.0015053453179298606,0.0,0.7222222222222222,0.0,1.0,0.0,1.0,0.0,0.8648648648648649,0.0,0.003922629198331362,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.009976916282404755,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,dataset_default,0,0,0,0.04,relative,0.5,0.01,50,23,1,0.0965456000121776,0.0,52.0,0.0,52.0,0.0,52.0,0.0,,0.0,,0.0,,0.0,0.0010363741566375845,0.0,0.0027241260525427916,0.0,0.6695934769341221,0.0,0.004988531644907227,0.0,0.006395665485191465,0.0,0.8888888888888888,0.0,1.0,0.0,1.0,0.0,0.9761904761904762,0.0,0.004401184781618748,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00978123227470071,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,dataset_default,0,0,0,0.04,relative,0.5,0.005,100,23,1,0.10378189999028109,0.0,102.0,0.0,102.0,0.0,102.0,0.0,,0.0,,0.0,,0.0,0.0014719210443451707,0.0,0.0038590630550765495,0.0,0.7184735004821259,0.0,0.004530329465998805,0.0,0.007600601513923329,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.036197313668471745,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.004147896305091416,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,dtg_shapley,dataset_default,0,0,100,0.04,relative,0.5,0.01,50,42,1,0.8542099000187591,0.0,4050.0,0.0,3240.0,0.0,3240.0,0.0,2176.0,0.0,0.5648,0.0,0.1904,0.0,0.00023448613395728147,0.0,0.0006093775760007375,0.0,0.9894595311262827,0.0,0.00022199122482785585,0.0,0.0003505631831859189,0.0,1.0,0.0,0.75,0.0,0.8571428571428571,0.0,1.0,0.0,0.0018765979040778046,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,19.314285714285713,0.0,0.19314285714285714,0.0,0.000696256594409959,0.0,20.0,0.0,30.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,cnae_9,dtg_shapley,dataset_default,0,0,100,0.04,relative,0.5,0.005,100,42,1,1.964483600022504,0.0,6778.0,0.0,5750.0,0.0,5750.0,0.0,3740.0,0.0,0.626,0.0,0.3224,0.0,0.0001191061014511292,0.0,0.00029704204777223226,0.0,0.9861385307020067,0.0,0.00010448333857635713,0.0,0.00015772580034498064,0.0,1.0,0.0,0.6774193548387096,0.0,0.8734177215189873,0.0,1.0,0.0,0.00027743302378022833,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,20.759493670886076,0.0,0.20759493670886076,0.0,0.001832485219996267,0.0,31.0,0.0,69.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,cnae_9,dtg_shapley,mutual_information,0,0,100,0.04,relative,0.5,0.01,50,42,1,28.50557590002427,0.0,4826.0,0.0,3994.0,0.0,3994.0,0.0,3264.0,0.0,0.34719999999999995,0.0,0.03520000000000001,0.0,0.0006334787215529165,0.0,0.0008869499305721288,0.0,0.9492917166866747,0.0,0.00012520130741557457,0.0,0.00016594136783823198,0.0,1.0,0.0,0.5714285714285714,0.0,0.6470588235294118,0.0,1.0,0.0,0.0017359094191997104,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,48.94117647058823,0.0,0.4894117647058823,0.0,0.004286569516995159,0.0,28.0,0.0,22.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,cnae_9,dtg_shapley,mutual_information,0,0,100,0.04,relative,0.5,0.005,100,42,1,91.34120299998904,0.0,9494.0,0.0,7787.0,0.0,7787.0,0.0,5898.0,0.0,0.4102,0.0,0.050799999999999956,0.0,0.0003710245286338385,0.0,0.0005672697245185452,0.0,0.9339333933393339,0.0,0.0001415484505718673,0.0,0.00021540550518582145,0.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0004335285581076598,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,38.776119402985074,0.0,0.38776119402985076,0.0,,0.0,100.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,cnae_9,mc,mutual_information,0,0,100,0.04,relative,0.5,0.01,50,42,1,34.20170530001633,0.0,5000.0,0.0,4785.0,0.0,4785.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.00021596699040408906,0.0,0.0006188048738966025,0.0,0.9995198079231693,0.0,0.0005829932463995481,0.0,0.0010889632405906627,0.0,0.9375,0.0,1.0,0.0,1.0,0.0,0.9714285714285714,0.0,9.392965974253098e-05,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.009946700408048466,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,mc,dataset_default,0,0,100,0.04,relative,0.5,0.005,100,42,1,3.348884899984114,0.0,10000.0,0.0,9826.0,0.0,9826.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,8.75966692277985e-05,0.0,0.00029396130643278775,0.0,0.996480637510148,0.0,0.000299630769508269,0.0,0.0005913207489286523,0.0,1.0,0.0,0.9545454545454546,0.0,0.9873417721518988,0.0,1.0,0.0,3.159534863443961e-05,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.004710546500211282,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,mc,dataset_default,0,0,100,0.04,relative,0.5,0.01,50,42,1,0.973333800007822,0.0,5000.0,0.0,4785.0,0.0,4785.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.00010294265026030803,0.0,0.00026791083200456453,0.0,0.9856902761104441,0.0,0.00029877679444862147,0.0,0.00048331571137380497,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.000257751797636898,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.009191307516431683,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,mc,mutual_information,0,0,100,0.04,relative,0.5,0.005,100,42,1,131.00184739998076,0.0,10000.0,0.0,9826.0,0.0,9826.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.00015552220903619353,0.0,0.00034470711823862715,0.0,0.996051605160516,0.0,0.00030221131262624703,0.0,0.0005488604771440342,0.0,1.0,0.0,0.9428571428571428,0.0,0.9701492537313433,0.0,1.0,0.0,0.0032586049086608393,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.004620113691680722,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,mc_reference,dataset_default,0,0,600,0.04,relative,0.5,0.005,100,42,1,18.140419200004544,0.0,60000.0,0.0,58332.0,0.0,58332.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.00493991786583957,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,mc_reference,mutual_information,0,0,600,0.04,relative,0.5,0.01,50,42,1,191.33912429999327,0.0,30000.0,0.0,28021.0,0.0,28021.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.009737135799017938,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,mc_reference,dataset_default,0,0,600,0.04,relative,0.5,0.01,50,42,1,5.699601300002541,0.0,30000.0,0.0,28021.0,0.0,28021.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.009201024573980155,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,mc_reference,mutual_information,0,0,600,0.04,relative,0.5,0.005,100,42,1,717.0248281999957,0.0,60000.0,0.0,58332.0,0.0,58332.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.004937485317347406,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
