experiment,scenario,dataset,algorithm,value_quantifier,artificial_low_count,interaction_order,equivalent_mc_paths,contribution_threshold,threshold_mode,relative_threshold_factor,effective_contribution_threshold,feature_subset_count,feature_subset_seed,replicates,runtime_seconds_mean,runtime_seconds_std,coalition_evaluation_requests_mean,coalition_evaluation_requests_std,unique_value_evaluations_mean,unique_value_evaluations_std,actual_value_function_calls_mean,actual_value_function_calls_std,total_marginal_samples_mean,total_marginal_samples_std,marginal_sample_reduction_vs_mc_mean,marginal_sample_reduction_vs_mc_std,request_reduction_vs_mc_mean,request_reduction_vs_mc_std,all_nmae_mean,all_nmae_std,all_rmse_mean,all_rmse_std,spearman_mean,spearman_std,high_nmae_mean,high_nmae_std,high_rmse_mean,high_rmse_std,high_recall_mean,high_recall_std,high_precision_mean,high_precision_std,low_recall_mean,low_recall_std,low_precision_mean,low_precision_std,tail_total_abs_error_mean,tail_total_abs_error_std,known_low_capture_ratio_mean,known_low_capture_ratio_std,candidate_low_screening_ratio_mean,candidate_low_screening_ratio_std,artificial_reference_low_rate_mean,artificial_reference_low_rate_std,verified_artificial_low_recall_mean,verified_artificial_low_recall_std,mean_true_high_samples_mean,mean_true_high_samples_std,mean_true_low_samples_mean,mean_true_low_samples_std,low_to_high_sampling_ratio_mean,low_to_high_sampling_ratio_std,max_estimated_certified_low_contribution_mean,max_estimated_certified_low_contribution_std,high_group_count_mean,high_group_count_std,low_group_count_mean,low_group_count_std,group_checks_mean,group_checks_std,triggered_coalition_audits_mean,triggered_coalition_audits_std,focused_selection_rate,adaptive_sampling_rate
structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,mutual_information,0,0,0,0.04,relative,0.5,0.005,100,42,1,0.3678955999785103,0.0,102.0,0.0,102.0,0.0,102.0,0.0,,0.0,,0.0,,0.0,0.0013956981244738057,0.0,0.0030199310274586803,0.0,0.9093245620037343,0.0,0.002952088387517884,0.0,0.005113155982391627,0.0,0.8787878787878788,0.0,0.9666666666666667,0.0,0.9850746268656716,0.0,0.9428571428571428,0.0,0.01399643751168353,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0044344865534077255,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,dataset_default,0,0,0,0.04,relative,0.5,0.005,100,42,1,0.10146599999279715,0.0,102.0,0.0,102.0,0.0,102.0,0.0,,0.0,,0.0,,0.0,0.0007880716793247584,0.0,0.00223407847232754,0.0,0.8088154735992049,0.0,0.002595669517197768,0.0,0.004462345305227046,0.0,0.9047619047619048,0.0,0.8636363636363636,0.0,0.9620253164556962,0.0,0.9743589743589743,0.0,0.018295561359290825,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.004798824673209143,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,dataset_default,0,0,0,0.04,relative,0.5,0.01,50,42,1,0.09572459998889826,0.0,52.0,0.0,52.0,0.0,52.0,0.0,,0.0,,0.0,,0.0,0.0020113530590486397,0.0,0.004652895070992953,0.0,0.8706250835227815,0.0,0.006089413029378083,0.0,0.008447242817794165,0.0,0.9333333333333333,0.0,1.0,0.0,1.0,0.0,0.9722222222222222,0.0,0.0019197059001594234,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.009636232920713894,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,mutual_information,0,0,0,0.04,relative,0.5,0.01,50,42,1,0.24915489996783435,0.0,52.0,0.0,52.0,0.0,52.0,0.0,,0.0,,0.0,,0.0,0.0016452709441198607,0.0,0.0027519639815138434,0.0,0.9539518907420101,0.0,0.0037921437669428976,0.0,0.004646358011200429,0.0,0.875,0.0,0.875,0.0,0.9411764705882353,0.0,0.9411764705882353,0.0,0.0027887991400232237,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.009282669389876777,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,0,0,100,0.04,relative,0.5,0.01,50,11,1,1.2689147999917623,0.0,2622.0,0.0,2284.0,0.0,2284.0,0.0,1468.0,0.0,0.7063999999999999,0.0,0.476,0.0,0.002297991950122194,0.0,0.007631594257890921,0.0,0.8809123649459784,0.0,0.004303255936630374,0.0,0.0068341441441433625,0.0,1.0,0.0,0.46153846153846156,0.0,0.8409090909090909,0.0,1.0,0.0,0.02156959724579291,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,19.727272727272727,0.0,0.19727272727272727,0.0,3.495620169788446e-05,0.0,13.0,0.0,37.0,0.0,24.0,0.0,9.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,0,0,100,0.04,relative,0.5,0.01,50,11,1,131.14587019995088,0.0,5014.0,0.0,4729.0,0.0,4729.0,0.0,4760.0,0.0,0.04800000000000004,0.0,-0.0023999999999999577,0.0,0.0005047103919909051,0.0,0.0006380106842662612,0.0,0.9195198079231692,0.0,0.00021762977339720297,0.0,0.00040419226850165965,0.0,1.0,0.0,0.4411764705882353,0.0,0.45714285714285713,0.0,1.0,0.0,5.435315585378131e-05,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,93.14285714285714,0.0,0.9314285714285714,0.0,0.006680168360728474,0.0,34.0,0.0,16.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,0,0,100,0.04,relative,0.5,0.005,100,11,1,473.7734857000178,0.0,9986.0,0.0,9558.0,0.0,9558.0,0.0,9344.0,0.0,0.06559999999999999,0.0,0.0016000000000000458,0.0,0.0003256751386236827,0.0,0.0003962852241711999,0.0,0.9547314731473148,0.0,0.0002591550879387488,0.0,0.00037647647601412725,0.0,1.0,0.0,0.5964912280701754,0.0,0.6515151515151515,0.0,1.0,0.0,0.0004902023198861127,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,90.06060606060606,0.0,0.9006060606060606,0.0,0.003347990050722133,0.0,57.0,0.0,43.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,0,0,100,0.04,relative,0.5,0.005,100,11,1,5.507548299996415,0.0,6906.0,0.0,5869.0,0.0,5869.0,0.0,3808.0,0.0,0.6192,0.0,0.3096,0.0,0.0057138746211307465,0.0,0.017736956648898454,0.0,0.9744494449444945,0.0,0.010502481034711549,0.0,0.018391130239399634,0.0,1.0,0.0,0.25252525252525254,0.0,0.013333333333333334,0.0,1.0,0.0,0.2625620258677892,0.0,,0.0,,0.0,,0.0,,0.0,99.84,0.0,17.493333333333332,0.0,0.1752136752136752,0.0,2.722089805709996e-05,0.0,99.0,0.0,1.0,0.0,24.0,0.0,5.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc,dataset_default,0,0,100,0.04,relative,0.5,0.005,100,11,1,8.66573849998531,0.0,10000.0,0.0,9827.0,0.0,9827.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0010403518420875031,0.0,0.0023819095429693663,0.0,0.966024602460246,0.0,0.0024875358236787727,0.0,0.003512655003699752,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.03823292208820939,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.0001294686733876331,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc,mutual_information,0,0,100,0.04,relative,0.5,0.005,100,11,1,456.95441880001454,0.0,10000.0,0.0,9827.0,0.0,9827.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.00016942872897564475,0.0,0.0004323202875681322,0.0,0.9799099909990999,0.0,0.00036885486889701445,0.0,0.0007144380925925437,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0010942667053775446,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.0047250629992191965,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc,dataset_default,0,0,100,0.04,relative,0.5,0.01,50,11,1,2.425563199998578,0.0,5000.0,0.0,4775.0,0.0,4775.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0007795520509638198,0.0,0.0024579601584083254,0.0,0.9067466986794718,0.0,0.003345319481264083,0.0,0.005563187125314746,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.013645517927876438,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.00625646878677313,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc,mutual_information,0,0,100,0.04,relative,0.5,0.01,50,11,1,129.13474639999913,0.0,5000.0,0.0,4775.0,0.0,4775.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.00013045570699270418,0.0,0.00031384094192175106,0.0,0.9824249699879952,0.0,0.00030690801656456796,0.0,0.0005199014952979476,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00044148994527823393,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.009806246417859052,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,mutual_information,0,0,600,0.04,relative,0.5,0.01,50,11,1,753.2533118999563,0.0,30000.0,0.0,28021.0,0.0,28021.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.00986831504561729,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,dataset_default,0,0,600,0.04,relative,0.5,0.01,50,11,1,11.590323000011267,0.0,30000.0,0.0,28021.0,0.0,28021.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.005750908897069677,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,dataset_default,0,0,600,0.04,relative,0.5,0.005,100,11,1,48.566669799998635,0.0,60000.0,0.0,58331.0,0.0,58331.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.00012429915478585907,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,mutual_information,0,0,600,0.04,relative,0.5,0.005,100,11,1,2703.4417046000017,0.0,60000.0,0.0,58331.0,0.0,58331.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.004833768183714271,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,dataset_default,0,0,0,0.04,relative,0.5,0.005,100,11,1,0.475396499998169,0.0,102.0,0.0,102.0,0.0,102.0,0.0,,0.0,,0.0,,0.0,0.013614871282526747,0.0,0.03358835866851061,0.0,0.5353920429671597,0.0,0.027349459925607878,0.0,0.04807391612991711,0.0,0.84,0.0,1.0,0.0,1.0,0.0,0.9493670886075949,0.0,0.6751501764745176,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.004053397699719848,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,dataset_default,0,0,0,0.04,relative,0.5,0.01,50,11,1,0.3687107999867294,0.0,52.0,0.0,52.0,0.0,52.0,0.0,,0.0,,0.0,,0.0,0.008951557930777182,0.0,0.02708121331379603,0.0,0.9099690508519818,0.0,0.036641242758803906,0.0,0.06125001216902049,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.21984745655282212,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.005271742568616567,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,mutual_information,0,0,0,0.04,relative,0.5,0.01,50,11,1,1.1047846999717876,0.0,52.0,0.0,52.0,0.0,52.0,0.0,,0.0,,0.0,,0.0,0.0028001724609746635,0.0,0.005721553634503187,0.0,0.7925260842208081,0.0,0.007341087306225263,0.0,0.010267413810398338,0.0,0.8,0.0,1.0,0.0,1.0,0.0,0.9210526315789473,0.0,0.025133357507789278,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.009548483123336842,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,mutual_information,0,0,0,0.04,relative,0.5,0.005,100,11,1,3.4171219000127167,0.0,102.0,0.0,102.0,0.0,102.0,0.0,,0.0,,0.0,,0.0,0.0030528816490687006,0.0,0.007033918112619908,0.0,0.607929016702904,0.0,0.0066656889450947025,0.0,0.011871558090915935,0.0,0.7647058823529411,0.0,0.9285714285714286,0.0,0.9696969696969697,0.0,0.8888888888888888,0.0,0.03646850493176454,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.004517939578831519,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,0,0,100,0.04,relative,0.5,0.005,100,23,1,367.857781800034,0.0,8922.0,0.0,7289.0,0.0,7289.0,0.0,5212.0,0.0,0.4788,0.0,0.10799999999999998,0.0,0.000465356365088423,0.0,0.0006723871051457885,0.0,0.9510591059105911,0.0,0.0005833582305226575,0.0,0.0009363036308421116,0.0,1.0,0.0,0.6,0.0,0.7534246575342466,0.0,1.0,0.0,0.0011652546757763005,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,34.41095890410959,0.0,0.3441095890410959,0.0,0.0023095165759184307,0.0,45.0,0.0,55.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,0,0,100,0.04,relative,0.5,0.005,100,23,1,5.738274899980752,0.0,7422.0,0.0,6190.0,0.0,6190.0,0.0,4074.0,0.0,0.5926,0.0,0.258,0.0,0.0007026373351965367,0.0,0.0019863516099366367,0.0,0.9184038403840384,0.0,0.000689209817911075,0.0,0.0015709714203056054,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.014899895879459099,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,20.986666666666668,0.0,0.20986666666666667,0.0,,0.0,100.0,0.0,0.0,0.0,24.0,0.0,6.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,0,0,100,0.04,relative,0.5,0.01,50,23,1,1.5086411000229418,0.0,3578.0,0.0,2901.0,0.0,2901.0,0.0,1942.0,0.0,0.6115999999999999,0.0,0.28480000000000005,0.0,0.0009050455377450965,0.0,0.0027364014000892467,0.0,0.9568787515006002,0.0,0.0005906319867951566,0.0,0.0008625008663669326,0.0,1.0,0.0,0.8125,0.0,0.918918918918919,0.0,1.0,0.0,0.0058746176030029795,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,17.35135135135135,0.0,0.17351351351351352,0.0,0.0039340483498801065,0.0,16.0,0.0,34.0,0.0,24.0,0.0,4.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,0,0,100,0.04,relative,0.5,0.01,50,23,1,107.12232829997083,0.0,4730.0,0.0,3897.0,0.0,3897.0,0.0,3116.0,0.0,0.3768,0.0,0.054400000000000004,0.0,0.0005921899180791441,0.0,0.0008769297678971566,0.0,0.9382472989195678,0.0,0.00028286840746287434,0.0,0.00041457776009040073,0.0,1.0,0.0,0.8181818181818182,0.0,0.875,0.0,1.0,0.0,0.0023379426332855724,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,41.125,0.0,0.41125,0.0,0.0045140196033463505,0.0,22.0,0.0,28.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc,mutual_information,0,0,100,0.04,relative,0.5,0.01,50,23,1,135.0627126999898,0.0,5000.0,0.0,4784.0,0.0,4784.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.00011798875483693018,0.0,0.00019945418866093348,0.0,0.9937575030012005,0.0,0.00021418710711119918,0.0,0.0002998769118409759,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.759467541157029e-05,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.0069496352137794655,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc,dataset_default,0,0,100,0.04,relative,0.5,0.005,100,23,1,8.659346899978118,0.0,10000.0,0.0,9827.0,0.0,9827.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.00028192132420757715,0.0,0.0007746812052187444,0.0,0.9626042604260426,0.0,0.0008591588768473921,0.0,0.0014805195118302535,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0022964881678580185,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.0036155863789809188,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc,mutual_information,0,0,100,0.04,relative,0.5,0.005,100,23,1,459.79149779997533,0.0,10000.0,0.0,9827.0,0.0,9827.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.00034515936099226564,0.0,0.0008746144036947674,0.0,0.9962076207620763,0.0,0.0010794518832011163,0.0,0.0016697090281533689,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0012672896567896275,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.004956617840356643,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc,dataset_default,0,0,100,0.04,relative,0.5,0.01,50,23,1,2.3723365000041667,0.0,5000.0,0.0,4784.0,0.0,4784.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0002469206963112958,0.0,0.0005895258813955064,0.0,0.9365186074429772,0.0,0.0006896516863462783,0.0,0.0009855035752008058,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0015137536143794844,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.007227557167874432,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,mutual_information,0,0,600,0.04,relative,0.5,0.005,100,23,1,2733.619725700002,0.0,60000.0,0.0,58330.0,0.0,58330.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.004965583581530925,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,mutual_information,0,0,600,0.04,relative,0.5,0.01,50,23,1,784.1851975000463,0.0,30000.0,0.0,28047.0,0.0,28047.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.006939108303443951,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,dataset_default,0,0,600,0.04,relative,0.5,0.01,50,23,1,11.818719899980351,0.0,30000.0,0.0,28047.0,0.0,28047.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.0073180518878623035,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,dataset_default,0,0,600,0.04,relative,0.5,0.005,100,23,1,47.88559060002444,0.0,60000.0,0.0,58330.0,0.0,58330.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,600.0,0.0,600.0,0.0,1.0,0.0,0.0039029006964305603,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,mutual_information,0,0,0,0.04,relative,0.5,0.01,50,23,1,1.0289204999571666,0.0,52.0,0.0,52.0,0.0,52.0,0.0,,0.0,,0.0,,0.0,0.003762280461228566,0.0,0.007054109610958983,0.0,0.8413867089493032,0.0,0.00895342663052212,0.0,0.011644790425652893,0.0,0.8333333333333334,0.0,1.0,0.0,1.0,0.0,0.9142857142857143,0.0,0.003149507976436941,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.009137383145685787,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,dataset_default,0,0,0,0.04,relative,0.5,0.005,100,23,1,0.43371580002713017,0.0,102.0,0.0,102.0,0.0,102.0,0.0,,0.0,,0.0,,0.0,0.004578619763821281,0.0,0.013696159002777921,0.0,0.9470096095228904,0.0,0.011919510740995483,0.0,0.025260926843733728,0.0,0.96,0.0,0.96,0.0,0.9866666666666667,0.0,0.9866666666666667,0.0,0.15797405253760238,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0037745600920272536,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,mutual_information,0,0,0,0.04,relative,0.5,0.005,100,23,1,1.9237420000135899,0.0,102.0,0.0,102.0,0.0,102.0,0.0,,0.0,,0.0,,0.0,0.003986422388915986,0.0,0.00824338151810726,0.0,0.7205584613486653,0.0,0.011866010254646701,0.0,0.015690056299695863,0.0,0.8888888888888888,0.0,0.7741935483870968,0.0,0.9041095890410958,0.0,0.9565217391304348,0.0,0.05360807904328502,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.004754760466301488,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,dataset_default,0,0,0,0.04,relative,0.5,0.01,50,23,1,0.35839690000284463,0.0,52.0,0.0,52.0,0.0,52.0,0.0,,0.0,,0.0,,0.0,0.005266940021975288,0.0,0.013187778213526841,0.0,0.9445907966728438,0.0,0.012618999398619683,0.0,0.0205803282453346,0.0,0.8461538461538461,0.0,1.0,0.0,1.0,0.0,0.9487179487179487,0.0,0.08788763198203622,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.009660563690554168,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,0,0,100,0.04,relative,0.5,0.005,100,42,1,4.804018000024371,0.0,5910.0,0.0,5131.0,0.0,5131.0,0.0,3316.0,0.0,0.6684,0.0,0.4092,0.0,0.0016448114701197577,0.0,0.005346557121288044,0.0,0.9353855385538554,0.0,0.0023840505228803687,0.0,0.004103792130590115,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.046063124400826716,0.0,,0.0,,0.0,,0.0,,0.0,98.6,0.0,16.8,0.0,0.17038539553752538,0.0,,0.0,100.0,0.0,0.0,0.0,24.0,0.0,8.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,0,0,100,0.04,relative,0.5,0.01,50,42,1,140.04131010000128,0.0,5094.0,0.0,4882.0,0.0,4882.0,0.0,5000.0,0.0,0.0,0.0,-0.018399999999999972,0.0,8.31377597707885e-05,0.0,0.0001929764023595824,0.0,0.9713805522208884,0.0,0.00010516448857103587,0.0,0.00024276423166971536,0.0,1.0,0.0,0.6410256410256411,0.0,0.44,0.0,1.0,0.0,8.944610101249695e-05,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.005120476241847218,0.0,39.0,0.0,11.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,0,0,100,0.04,relative,0.5,0.005,100,42,1,459.8362992000184,0.0,9934.0,0.0,9354.0,0.0,9354.0,0.0,8918.0,0.0,0.10819999999999996,0.0,0.006800000000000028,0.0,0.0003554071951798998,0.0,0.000498791620951587,0.0,0.9689048904890489,0.0,0.000316250793042679,0.0,0.0005593599677780947,0.0,1.0,0.0,0.5076923076923077,0.0,0.5223880597014925,0.0,1.0,0.0,0.0013537665680659616,0.0,,0.0,,0.0,,0.0,,0.0,99.75757575757575,0.0,83.97014925373135,0.0,0.8417420793964565,0.0,0.0032496728712378318,0.0,65.0,0.0,35.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,0,0,100,0.04,relative,0.5,0.01,50,42,1,1.6849018999782857,0.0,3258.0,0.0,2693.0,0.0,2693.0,0.0,1788.0,0.0,0.6424000000000001,0.0,0.3488,0.0,0.004205517501683756,0.0,0.01386481224430255,0.0,0.9685954381752702,0.0,0.013559698228612194,0.0,0.019127416447509173,0.0,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.09491788760028522,0.0,,0.0,,0.0,,0.0,,0.0,100.0,0.0,25.302325581395348,0.0,0.25302325581395346,0.0,,0.0,50.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,0.0,1.0
