case_id,experiment,scenario,dataset,algorithm,value_quantifier,seed,artificial_low_count,interaction_order,equivalent_mc_paths,feature_subset_count,feature_subset_seed,contribution_threshold,threshold_mode,relative_threshold_factor,effective_contribution_threshold,runtime_seconds,mode,high_group_count,low_group_count,group_checks,triggered_coalition_audits,coalition_evaluation_requests,unique_value_evaluations,actual_value_function_calls,total_marginal_samples,marginal_sample_reduction_vs_mc,request_reduction_vs_mc,known_low_capture_ratio,candidate_low_screening_ratio,reference_case_id,reference_algorithm,all_nmae,all_rmse,spearman,high_nmae,high_rmse,high_recall,high_precision,low_recall,low_precision,tail_total_abs_error,true_high_count,true_low_count,mean_true_high_samples,mean_true_low_samples,low_to_high_sampling_ratio,artificial_reference_low_rate,verified_artificial_low_recall,max_estimated_certified_low_contribution
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__value_audit__b0__16827613ade5,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,dataset_default,23,0,0,0,50,23,0.04,relative,0.5,0.01,0.24296229999163188,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__fdebd831ecbf,mc_reference,0.0034623435620073553,0.007465373899779535,0.987920013338769,0.010797780338589842,0.013913676655612045,1.0,0.875,0.9444444444444444,1.0,0.015008267004298262,14,36,,,,,,0.008914836223347836
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__value_audit__b0__8214434776ac,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,dataset_default,23,0,0,0,100,23,0.04,relative,0.5,0.005,0.32644500001333654,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__c0b66141d16b,mc_reference,0.002744533631424561,0.0061536353017785875,0.903093112883244,0.010750671022185292,0.013668442817060061,1.0,0.7272727272727273,0.9285714285714286,1.0,0.07153767231636488,16,84,,,,,,0.004992510026160284
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__value_audit__b0__875a35a8c5eb,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,mutual_information,23,0,0,0,50,23,0.04,relative,0.5,0.01,0.5879296999773942,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__6521b6422c0e,mc_reference,0.0031099143165700172,0.005784522106994272,0.9439219276357412,0.008169857930153113,0.009854207590612302,1.0,1.0,1.0,1.0,0.0044848301877665475,17,33,,,,,,0.007934562676693792
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__dtg_shapley__b100__3f10ebf78ae6,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,mutual_information,42,0,0,100,100,42,0.04,relative,0.5,0.005,318.9203038000269,mixed_adaptive_and_natural_fallback,53,47,24,3,9670,8379,8379,6986,0.3014,0.03320000000000001,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__d9ab201e2165,mc_reference,0.0005993640066944366,0.0010341732193865907,0.9708490849084909,0.0011078894589472514,0.0016763190422779974,1.0,0.6226415094339622,0.7014925373134329,1.0,0.00046040429720548004,33,67,99.87878787878788,55.07462686567164,0.5514146500507173,,,0.0025971206712339973
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__dtg_shapley__b100__a4a6192f7e74,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,mutual_information,42,0,0,100,50,42,0.04,relative,0.5,0.01,53.641912000020966,adaptive_probability_sampling,21,29,24,2,3842,3108,3108,2074,0.5851999999999999,0.23199999999999998,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__a89cd6e38bce,mc_reference,0.0011396179366175792,0.0018375827836340074,0.9069387755102041,0.0018585938667033705,0.002906179398515166,1.0,0.47619047619047616,0.725,1.0,0.01610088688827896,10,40,100.0,26.85,0.2685,,,0.004883655978023242
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__dtg_shapley__b100__bf9b684e714f,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,dataset_default,42,0,0,100,100,42,0.04,relative,0.5,0.005,4.98517030000221,adaptive_probability_sampling,39,61,24,4,8130,6652,6652,4416,0.5584,0.18720000000000003,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__7f0586a36480,mc_reference,0.0006343969232364577,0.0009954414981874229,0.958031803180318,0.00108681882698348,0.0014658712504850096,1.0,0.6153846153846154,0.8026315789473685,1.0,0.011984774931730446,24,76,98.25,27.07894736842105,0.2756126958617919,,,0.002516686868470127
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__dtg_shapley__b100__ea1bf28ad128,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,dataset_default,42,0,0,100,50,42,0.04,relative,0.5,0.01,1.1141946999996435,adaptive_probability_sampling,14,36,24,1,3158,2686,2686,1732,0.6536,0.3688,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__18c0f2098911,mc_reference,0.0013706264805896907,0.0034633323748683676,0.9643697478991596,0.0014876720987261557,0.0017973557964215143,1.0,0.6428571428571429,0.8780487804878049,1.0,0.013235597147752843,9,41,100.0,20.29268292682927,0.2029268292682927,,,0.004585507016493339
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc__b100__1216009e0030,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,mutual_information,42,0,0,100,50,42,0.04,relative,0.5,0.01,80.37680129997898,,,,,,5000,4785,4785,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__a89cd6e38bce,mc_reference,0.00034113404139343825,0.0008217386293075406,0.9988475390156062,0.0011910888333877049,0.00179214407220582,1.0,0.9090909090909091,0.975,1.0,0.0015831469309109947,10,40,100.0,100.0,1.0,,,0.009003287628908683
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc__b100__2ac9a909a971,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,dataset_default,42,0,0,100,50,42,0.04,relative,0.5,0.01,1.816236199985724,,,,,,5000,4785,4785,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__18c0f2098911,mc_reference,0.0003189750673811055,0.000678524968985579,0.9951020408163266,0.0008434081239246992,0.0010343761532662199,1.0,1.0,1.0,1.0,3.329028078555979e-05,9,41,100.0,100.0,1.0,,,0.00737145464683751
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc__b100__6e5af1d77dc4,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,dataset_default,42,0,0,100,100,42,0.04,relative,0.5,0.005,7.251238800003193,,,,,,10000,9826,9826,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__7f0586a36480,mc_reference,0.0007138853673041786,0.002163316863445505,0.9696849684968497,0.002644286998346535,0.0043949088564869555,0.9583333333333334,1.0,1.0,0.987012987012987,0.0027650789921009333,24,76,100.0,100.0,1.0,,,0.004929707901592082
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc__b100__a5b7fd5430c6,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,mutual_information,42,0,0,100,100,42,0.04,relative,0.5,0.005,351.834202500002,,,,,,10000,9826,9826,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__d9ab201e2165,mc_reference,0.0005506416908340592,0.0014015659843778917,0.9934593459345935,0.001495772704217328,0.0024322816405282373,1.0,1.0,1.0,1.0,0.0008930071883299362,33,67,100.0,100.0,1.0,,,0.004486353172441505
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__18c0f2098911,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,dataset_default,42,0,0,600,50,42,0.04,relative,0.5,0.01,8.806651999999303,,,,,,30000,28021,28021,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__18c0f2098911,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,9,41,600.0,600.0,1.0,,,0.007439960319335953
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__7f0586a36480,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,dataset_default,42,0,0,600,100,42,0.04,relative,0.5,0.005,37.30301189998863,,,,,,60000,58332,58332,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__7f0586a36480,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,24,76,600.0,600.0,1.0,,,0.004823548651344077
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__a89cd6e38bce,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,mutual_information,42,0,0,600,50,42,0.04,relative,0.5,0.01,474.4072450999811,,,,,,30000,28021,28021,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__a89cd6e38bce,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,10,40,600.0,600.0,1.0,,,0.009608317757824293
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__d9ab201e2165,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,mutual_information,42,0,0,600,100,42,0.04,relative,0.5,0.005,2111.108790599974,,,,,,60000,58332,58332,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__d9ab201e2165,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,33,67,600.0,600.0,1.0,,,0.00452835303871062
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__value_audit__b0__7de1e90b0f4b,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,mutual_information,42,0,0,0,100,42,0.04,relative,0.5,0.005,1.4128207000321709,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__d9ab201e2165,mc_reference,0.003709639691085852,0.0068977970118579415,0.8466356642044488,0.00978847659593044,0.011921374777613212,0.9393939393939394,1.0,1.0,0.9710144927536232,0.030540036022701958,33,67,,,,,,0.00407051311441379
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__value_audit__b0__a0da52d60cfd,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,dataset_default,42,0,0,0,50,42,0.04,relative,0.5,0.01,0.24319460001424886,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__18c0f2098911,mc_reference,0.00541844834923254,0.011355312780943892,0.9792603041942983,0.02001962153887669,0.02304236095198198,1.0,0.8181818181818182,0.9512195121951219,1.0,0.08457540761099895,9,41,,,,,,0.00802707176985788
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__value_audit__b0__a9ca33d83a3f,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,mutual_information,42,0,0,0,50,42,0.04,relative,0.5,0.01,0.6244982000207528,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__a89cd6e38bce,mc_reference,0.003949337062146122,0.008104962013077394,0.9461017456337582,0.014655377743468196,0.017635545713199644,1.0,0.8333333333333334,0.95,1.0,0.023927551412285808,10,40,,,,,,0.009451617117785823
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__value_audit__b0__aa11e9c29cf6,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,dataset_default,42,0,0,0,100,42,0.04,relative,0.5,0.005,0.3211421000014525,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed42__mc_reference__b600__7f0586a36480,mc_reference,0.005042822317525104,0.010947341542153311,0.8921904673167413,0.015319290044000983,0.021421606144053564,0.9166666666666666,0.7333333333333333,0.8947368421052632,0.9714285714285714,0.08256393071367944,24,76,,,,,,0.003918300813275402
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__dtg_shapley__b100__0b41147a2b72,structured_text_public,documented_or_natural_low_tail,spambase,dtg_shapley,dataset_default,11,0,0,100,57,11,0.04,relative,0.5,0.008771929824561403,2.5691844999964815,mixed_adaptive_and_natural_fallback,57,0,24,14,5502,5046,5046,4760,0.16491228070175434,0.03508771929824561,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc_reference__b600__52a920751cb6,mc_reference,0.014528181731877364,0.03158627200461136,0.975030286714228,0.015039584554093132,0.029577686050100464,1.0,0.2631578947368421,0.0,0.0,0.171540697612949,15,42,99.33333333333333,77.85714285714286,0.7837967401725792,,,
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__dtg_shapley__b100__78b603472da9,structured_text_public,documented_or_natural_low_tail,spambase,dtg_shapley,mutual_information,11,0,0,100,57,11,0.04,relative,0.5,0.008771929824561403,195.84438019996742,uniform_mc_natural_fallback,38,19,24,0,5794,5584,5584,5700,0.0,-0.0161403508771929,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc_reference__b600__20f5d5fe0328,mc_reference,0.001010244015682576,0.0017424669195100322,0.9969713285771975,0.0016372076404861575,0.0022445392449164056,1.0,0.8947368421052632,0.8260869565217391,1.0,0.0018539233109522192,34,23,100.0,100.0,1.0,,,0.0
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc__b100__2f651d0d9791,structured_text_public,documented_or_natural_low_tail,spambase,mc,mutual_information,11,0,0,100,57,11,0.04,relative,0.5,0.008771929824561403,184.42955820000498,,,,,,5700,5484,5484,5700,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc_reference__b600__20f5d5fe0328,mc_reference,0.0016621025215408734,0.0025433127375741665,0.9874141876430206,0.0026881912842494694,0.0032749932070155847,0.9411764705882353,0.9696969696969697,0.9565217391304348,0.9166666666666666,0.0005330597347551966,34,23,100.0,100.0,1.0,,,0.008312278170031339
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc__b100__c4b2c6ff4120,structured_text_public,documented_or_natural_low_tail,spambase,mc,dataset_default,11,0,0,100,57,11,0.04,relative,0.5,0.008771929824561403,2.8537701000168454,,,,,,5700,5484,5484,5700,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc_reference__b600__52a920751cb6,mc_reference,0.012353685261361144,0.019315720127538467,0.9740207295732939,0.016306665922502944,0.020599927502639163,1.0,0.7894736842105263,0.9047619047619048,1.0,0.07365916946651119,15,42,100.0,100.0,1.0,,,0.0
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc_reference__b600__20f5d5fe0328,structured_text_public,documented_or_natural_low_tail,spambase,mc_reference,mutual_information,11,0,0,600,57,11,0.04,relative,0.5,0.008771929824561403,1116.3341029000003,,,,,,34200,32308,32308,34200,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc_reference__b600__20f5d5fe0328,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,34,23,600.0,600.0,1.0,,,0.007850129756040656
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc_reference__b600__52a920751cb6,structured_text_public,documented_or_natural_low_tail,spambase,mc_reference,dataset_default,11,0,0,600,57,11,0.04,relative,0.5,0.008771929824561403,15.557221600000048,,,,,,34200,32308,32308,34200,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc_reference__b600__52a920751cb6,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,15,42,600.0,600.0,1.0,,,0.00234343272526451
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__value_audit__b0__459f7d0c8b9f,structured_text_public,documented_or_natural_low_tail,spambase,value_audit,mutual_information,11,0,0,0,57,11,0.04,relative,0.5,0.008771929824561403,0.767797399952542,value_audit,,,,,59,59,59,,,,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc_reference__b600__20f5d5fe0328,mc_reference,0.004987393550720603,0.008419685879751209,0.9505317000942254,0.008138103388998863,0.010869934882852358,0.9411764705882353,1.0,1.0,0.92,0.007585917165112976,34,23,,,,,,0.007508619440004854
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__value_audit__b0__f99465b0f290,structured_text_public,documented_or_natural_low_tail,spambase,value_audit,dataset_default,11,0,0,0,57,11,0.04,relative,0.5,0.008771929824561403,0.05962679997901432,value_audit,,,,,59,59,59,,,,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed11__mc_reference__b600__52a920751cb6,mc_reference,0.0899556869677233,0.1489502220658303,0.1574909139857316,0.17139943020884696,0.22614702616204155,0.9333333333333333,0.4666666666666667,0.6190476190476191,0.9629629629629629,2.555888756507232,15,42,,,,,,0.008455594161019146
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__dtg_shapley__b100__4005c2698e04,structured_text_public,documented_or_natural_low_tail,spambase,dtg_shapley,mutual_information,23,0,0,100,57,23,0.04,relative,0.5,0.008771929824561403,194.3528929000022,uniform_mc_natural_fallback,38,19,24,1,5794,5586,5586,5700,0.0,-0.0161403508771929,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc_reference__b600__33321d749879,mc_reference,0.0012260257195784029,0.00219858609640258,0.9952887333423072,0.001995094563208662,0.0028399142291194554,1.0,0.8947368421052632,0.8260869565217391,1.0,0.00047361766961144525,34,23,100.0,100.0,1.0,,,0.0
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__dtg_shapley__b100__6cf2d0c2bd76,structured_text_public,documented_or_natural_low_tail,spambase,dtg_shapley,dataset_default,23,0,0,100,57,23,0.04,relative,0.5,0.008771929824561403,2.2287707999930717,mixed_adaptive_and_natural_fallback,20,37,24,12,5178,4627,4627,4136,0.27438596491228073,0.09192982456140353,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc_reference__b600__fe9639282235,mc_reference,0.015488089786632648,0.026892501474827926,0.9460896486741149,0.015087946546543806,0.019420866531634638,0.9411764705882353,0.8,0.9,0.972972972972973,0.08928080344098088,17,40,96.94117647058823,62.2,0.641626213592233,,,0.0
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc__b100__4dffd6efdaa6,structured_text_public,documented_or_natural_low_tail,spambase,mc,dataset_default,23,0,0,100,57,23,0.04,relative,0.5,0.008771929824561403,2.821938200009754,,,,,,5700,5491,5491,5700,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc_reference__b600__fe9639282235,mc_reference,0.01593911457867364,0.027580477335305942,0.947301117243236,0.028157759933921694,0.038847171142391446,0.8823529411764706,0.9375,0.975,0.9512195121951219,0.07964321030291588,17,40,100.0,100.0,1.0,,,0.007192433786332915
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc__b100__631c90e211c1,structured_text_public,documented_or_natural_low_tail,spambase,mc,mutual_information,23,0,0,100,57,23,0.04,relative,0.5,0.008771929824561403,189.68346349999774,,,,,,5700,5491,5491,5700,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc_reference__b600__33321d749879,mc_reference,0.00206073213795542,0.003356062306277027,0.9944137838201642,0.0033609636443496438,0.004332916622595443,0.9411764705882353,1.0,1.0,0.92,1.8520713688435775e-05,34,23,100.0,100.0,1.0,,,0.008276185563651119
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc_reference__b600__33321d749879,structured_text_public,documented_or_natural_low_tail,spambase,mc_reference,mutual_information,23,0,0,600,57,23,0.04,relative,0.5,0.008771929824561403,1174.4313586000353,,,,,,34200,32295,32295,34200,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc_reference__b600__33321d749879,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,34,23,600.0,600.0,1.0,,,0.008489113642887337
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc_reference__b600__fe9639282235,structured_text_public,documented_or_natural_low_tail,spambase,mc_reference,dataset_default,23,0,0,600,57,23,0.04,relative,0.5,0.008771929824561403,15.741807699989295,,,,,,34200,32295,32295,34200,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc_reference__b600__fe9639282235,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,17,40,600.0,600.0,1.0,,,0.007281846917521066
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__value_audit__b0__788ae56afc01,structured_text_public,documented_or_natural_low_tail,spambase,value_audit,dataset_default,23,0,0,0,57,23,0.04,relative,0.5,0.008771929824561403,0.057331599993631244,value_audit,,,,,59,59,59,,,,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc_reference__b600__fe9639282235,mc_reference,0.09010668005148682,0.14985245835296246,0.14921254543007134,0.1519433460798303,0.2131825756783393,0.9411764705882353,0.5333333333333333,0.65,0.9629629629629629,2.5530438795776345,17,40,,,,,,0.008455594161019146
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__value_audit__b0__8855faacf876,structured_text_public,documented_or_natural_low_tail,spambase,value_audit,mutual_information,23,0,0,0,57,23,0.04,relative,0.5,0.008771929824561403,0.988221799954772,value_audit,,,,,59,59,59,,,,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed23__mc_reference__b600__33321d749879,mc_reference,0.0048259221119256865,0.007939869362945016,0.9501278772378516,0.007697487906096012,0.010190786296921628,0.9411764705882353,1.0,1.0,0.92,0.013362971572499757,34,23,,,,,,0.007508619440004854
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__dtg_shapley__b100__2a555b40dc5d,structured_text_public,documented_or_natural_low_tail,spambase,dtg_shapley,mutual_information,42,0,0,100,57,42,0.04,relative,0.5,0.008771929824561403,192.57634379999945,uniform_mc_natural_fallback,38,19,24,0,5794,5570,5570,5700,0.0,-0.0161403508771929,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc_reference__b600__30e0fb5129aa,mc_reference,0.0011195156639634512,0.001995446711113746,0.9964328981020326,0.0018822249352338253,0.002615687198020052,1.0,0.868421052631579,0.7916666666666666,1.0,0.0009809676416805413,33,24,100.0,100.0,1.0,,,0.0
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__dtg_shapley__b100__39d8d7c11d31,structured_text_public,documented_or_natural_low_tail,spambase,dtg_shapley,dataset_default,42,0,0,100,57,42,0.04,relative,0.5,0.008771929824561403,2.3232701999950223,mixed_adaptive_and_natural_fallback,57,0,24,10,5434,4733,4733,4040,0.2912280701754386,0.04701754385964907,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc_reference__b600__bc0d46586275,mc_reference,0.02544008152478912,0.056289769970222406,0.9405707363036748,0.036319430198632964,0.05602182541228761,1.0,0.2631578947368421,0.0,0.0,0.5447914529794944,15,42,99.33333333333333,60.714285714285715,0.6112176414189837,,,
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc__b100__1199aa345795,structured_text_public,documented_or_natural_low_tail,spambase,mc,dataset_default,42,0,0,100,57,42,0.04,relative,0.5,0.008771929824561403,2.8006141999794636,,,,,,5700,5483,5483,5700,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc_reference__b600__bc0d46586275,mc_reference,0.012308004453190146,0.020811169442242494,0.9637905505451608,0.0223567909963749,0.03135648098925102,0.9333333333333333,0.9333333333333333,0.9761904761904762,0.9761904761904762,0.003153315490598274,15,42,100.0,100.0,1.0,,,0.008625388112553926
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc__b100__f8f62094e11c,structured_text_public,documented_or_natural_low_tail,spambase,mc,mutual_information,42,0,0,100,57,42,0.04,relative,0.5,0.008771929824561403,187.41829850000795,,,,,,5700,5483,5483,5700,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc_reference__b600__30e0fb5129aa,mc_reference,0.001706475036845237,0.0029625332275885915,0.9911832009691749,0.0028260288594124587,0.003869568401514906,1.0,0.9705882352941176,0.9583333333333334,1.0,0.004010124739567411,33,24,100.0,100.0,1.0,,,0.008392240256966763
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc_reference__b600__30e0fb5129aa,structured_text_public,documented_or_natural_low_tail,spambase,mc_reference,mutual_information,42,0,0,600,57,42,0.04,relative,0.5,0.008771929824561403,1139.4203571000253,,,,,,34200,32310,32310,34200,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc_reference__b600__30e0fb5129aa,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,33,24,600.0,600.0,1.0,,,0.008641392821153207
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc_reference__b600__bc0d46586275,structured_text_public,documented_or_natural_low_tail,spambase,mc_reference,dataset_default,42,0,0,600,57,42,0.04,relative,0.5,0.008771929824561403,15.676432200009003,,,,,,34200,32310,32310,34200,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc_reference__b600__bc0d46586275,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,15,42,600.0,600.0,1.0,,,0.0066710494223893935
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__value_audit__b0__6aa533e060a6,structured_text_public,documented_or_natural_low_tail,spambase,value_audit,mutual_information,42,0,0,0,57,42,0.04,relative,0.5,0.008771929824561403,0.7362510999664664,value_audit,,,,,59,59,59,,,,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc_reference__b600__30e0fb5129aa,mc_reference,0.0048929190937085105,0.008075002339936029,0.9516085610445552,0.008067068236715123,0.010530724851072473,0.9696969696969697,1.0,1.0,0.96,0.012683136529786046,33,24,,,,,,0.007508619440004854
structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__value_audit__b0__80749721cd28,structured_text_public,documented_or_natural_low_tail,spambase,value_audit,dataset_default,42,0,0,0,57,42,0.04,relative,0.5,0.008771929824561403,0.05952039998373948,value_audit,,,,,59,59,59,,,,,,structured_text_public__documented_or_natural_low_tail__spambase__low0__seed42__mc_reference__b600__bc0d46586275,mc_reference,0.08998751616250082,0.14861270496237813,0.10492663884775878,0.17198804815148516,0.22460027956737819,0.9333333333333333,0.4666666666666667,0.6190476190476191,0.9629629629629629,2.549467698990271,15,42,,,,,,0.008455594161019146
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed11__value_audit__b0__066dce3979ed,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,dataset_default,11,0,0,0,100,11,0.04,relative,0.5,0.005,0.03522670001257211,value_audit,,,,,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,1.1102230246251565e-16
