case_id,experiment,scenario,dataset,algorithm,value_quantifier,seed,artificial_low_count,interaction_order,equivalent_mc_paths,feature_subset_count,feature_subset_seed,contribution_threshold,threshold_mode,relative_threshold_factor,effective_contribution_threshold,runtime_seconds,mode,high_group_count,low_group_count,group_checks,triggered_coalition_audits,coalition_evaluation_requests,unique_value_evaluations,actual_value_function_calls,total_marginal_samples,marginal_sample_reduction_vs_mc,request_reduction_vs_mc,known_low_capture_ratio,candidate_low_screening_ratio,reference_case_id,reference_algorithm,all_nmae,all_rmse,spearman,high_nmae,high_rmse,high_recall,high_precision,low_recall,low_precision,tail_total_abs_error,true_high_count,true_low_count,mean_true_high_samples,mean_true_low_samples,low_to_high_sampling_ratio,artificial_reference_low_rate,verified_artificial_low_recall,max_estimated_certified_low_contribution
structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc__b100__7ad0194c4e61,structured_text_public,documented_or_natural_low_tail,cnae_9,mc,dataset_default,42,0,0,100,50,42,0.04,relative,0.5,0.01,0.973333800007822,,,,,,5000,4785,4785,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__599101c4240a,mc_reference,0.00010294265026030803,0.00026791083200456453,0.9856902761104441,0.00029877679444862147,0.00048331571137380497,1.0,1.0,1.0,1.0,0.000257751797636898,15,35,100.0,100.0,1.0,,,0.009191307516431683
structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc__b100__a6273b127ab7,structured_text_public,documented_or_natural_low_tail,cnae_9,mc,mutual_information,42,0,0,100,100,42,0.04,relative,0.5,0.005,131.00184739998076,,,,,,10000,9826,9826,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__f7fcf29977f6,mc_reference,0.00015552220903619353,0.00034470711823862715,0.996051605160516,0.00030221131262624703,0.0005488604771440342,1.0,0.9428571428571428,0.9701492537313433,1.0,0.0032586049086608393,33,67,100.0,100.0,1.0,,,0.004620113691680722
structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__05f509890697,structured_text_public,documented_or_natural_low_tail,cnae_9,mc_reference,dataset_default,42,0,0,600,100,42,0.04,relative,0.5,0.005,18.140419200004544,,,,,,60000,58332,58332,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__05f509890697,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,21,79,600.0,600.0,1.0,,,0.00493991786583957
structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__20f92994901d,structured_text_public,documented_or_natural_low_tail,cnae_9,mc_reference,mutual_information,42,0,0,600,50,42,0.04,relative,0.5,0.01,191.33912429999327,,,,,,30000,28021,28021,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__20f92994901d,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16,34,600.0,600.0,1.0,,,0.009737135799017938
structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__599101c4240a,structured_text_public,documented_or_natural_low_tail,cnae_9,mc_reference,dataset_default,42,0,0,600,50,42,0.04,relative,0.5,0.01,5.699601300002541,,,,,,30000,28021,28021,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__599101c4240a,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,15,35,600.0,600.0,1.0,,,0.009201024573980155
structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__f7fcf29977f6,structured_text_public,documented_or_natural_low_tail,cnae_9,mc_reference,mutual_information,42,0,0,600,100,42,0.04,relative,0.5,0.005,717.0248281999957,,,,,,60000,58332,58332,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__f7fcf29977f6,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,33,67,600.0,600.0,1.0,,,0.004937485317347406
structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__value_audit__b0__5926a9ed32cc,structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,mutual_information,42,0,0,0,100,42,0.04,relative,0.5,0.005,0.3678955999785103,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__f7fcf29977f6,mc_reference,0.0013956981244738057,0.0030199310274586803,0.9093245620037343,0.002952088387517884,0.005113155982391627,0.8787878787878788,0.9666666666666667,0.9850746268656716,0.9428571428571428,0.01399643751168353,33,67,,,,,,0.0044344865534077255
structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__value_audit__b0__607f1dccd3eb,structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,dataset_default,42,0,0,0,100,42,0.04,relative,0.5,0.005,0.10146599999279715,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__05f509890697,mc_reference,0.0007880716793247584,0.00223407847232754,0.8088154735992049,0.002595669517197768,0.004462345305227046,0.9047619047619048,0.8636363636363636,0.9620253164556962,0.9743589743589743,0.018295561359290825,21,79,,,,,,0.004798824673209143
structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__value_audit__b0__7826f66014e3,structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,dataset_default,42,0,0,0,50,42,0.04,relative,0.5,0.01,0.09572459998889826,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__599101c4240a,mc_reference,0.0020113530590486397,0.004652895070992953,0.8706250835227815,0.006089413029378083,0.008447242817794165,0.9333333333333333,1.0,1.0,0.9722222222222222,0.0019197059001594234,15,35,,,,,,0.009636232920713894
structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__value_audit__b0__e843cc84d27c,structured_text_public,documented_or_natural_low_tail,cnae_9,value_audit,mutual_information,42,0,0,0,50,42,0.04,relative,0.5,0.01,0.24915489996783435,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__cnae_9__low0__seed42__mc_reference__b600__20f92994901d,mc_reference,0.0016452709441198607,0.0027519639815138434,0.9539518907420101,0.0037921437669428976,0.004646358011200429,0.875,0.875,0.9411764705882353,0.9411764705882353,0.0027887991400232237,16,34,,,,,,0.009282669389876777
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__dtg_shapley__b100__7c46e4fdd80c,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,11,0,0,100,50,11,0.04,relative,0.5,0.01,1.2689147999917623,adaptive_probability_sampling,13,37,24,9,2622,2284,2284,1468,0.7063999999999999,0.476,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__55874777b71a,mc_reference,0.002297991950122194,0.007631594257890921,0.8809123649459784,0.004303255936630374,0.0068341441441433625,1.0,0.46153846153846156,0.8409090909090909,1.0,0.02156959724579291,6,44,100.0,19.727272727272727,0.19727272727272727,,,3.495620169788446e-05
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__dtg_shapley__b100__9a04497790fa,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,11,0,0,100,50,11,0.04,relative,0.5,0.01,131.14587019995088,mixed_adaptive_and_natural_fallback,34,16,24,0,5014,4729,4729,4760,0.04800000000000004,-0.0023999999999999577,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__0a255fdf9b47,mc_reference,0.0005047103919909051,0.0006380106842662612,0.9195198079231692,0.00021762977339720297,0.00040419226850165965,1.0,0.4411764705882353,0.45714285714285713,1.0,5.435315585378131e-05,15,35,100.0,93.14285714285714,0.9314285714285714,,,0.006680168360728474
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__dtg_shapley__b100__d9e8ef281715,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,11,0,0,100,100,11,0.04,relative,0.5,0.005,473.7734857000178,mixed_adaptive_and_natural_fallback,57,43,24,0,9986,9558,9558,9344,0.06559999999999999,0.0016000000000000458,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__cc9fd95dbbd8,mc_reference,0.0003256751386236827,0.0003962852241711999,0.9547314731473148,0.0002591550879387488,0.00037647647601412725,1.0,0.5964912280701754,0.6515151515151515,1.0,0.0004902023198861127,34,66,100.0,90.06060606060606,0.9006060606060606,,,0.003347990050722133
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__dtg_shapley__b100__e39afb58afdf,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,11,0,0,100,100,11,0.04,relative,0.5,0.005,5.507548299996415,adaptive_probability_sampling,99,1,24,5,6906,5869,5869,3808,0.6192,0.3096,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__8d79de3f1599,mc_reference,0.0057138746211307465,0.017736956648898454,0.9744494449444945,0.010502481034711549,0.018391130239399634,1.0,0.25252525252525254,0.013333333333333334,1.0,0.2625620258677892,25,75,99.84,17.493333333333332,0.1752136752136752,,,2.722089805709996e-05
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc__b100__018d28d3f345,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,dataset_default,11,0,0,100,100,11,0.04,relative,0.5,0.005,8.66573849998531,,,,,,10000,9827,9827,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__8d79de3f1599,mc_reference,0.0010403518420875031,0.0023819095429693663,0.966024602460246,0.0024875358236787727,0.003512655003699752,1.0,1.0,1.0,1.0,0.03823292208820939,25,75,100.0,100.0,1.0,,,0.0001294686733876331
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc__b100__620daec6a9f4,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,mutual_information,11,0,0,100,100,11,0.04,relative,0.5,0.005,456.95441880001454,,,,,,10000,9827,9827,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__cc9fd95dbbd8,mc_reference,0.00016942872897564475,0.0004323202875681322,0.9799099909990999,0.00036885486889701445,0.0007144380925925437,1.0,1.0,1.0,1.0,0.0010942667053775446,34,66,100.0,100.0,1.0,,,0.0047250629992191965
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc__b100__78269c66c813,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,dataset_default,11,0,0,100,50,11,0.04,relative,0.5,0.01,2.425563199998578,,,,,,5000,4775,4775,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__55874777b71a,mc_reference,0.0007795520509638198,0.0024579601584083254,0.9067466986794718,0.003345319481264083,0.005563187125314746,1.0,1.0,1.0,1.0,0.013645517927876438,6,44,100.0,100.0,1.0,,,0.00625646878677313
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc__b100__e151a2b4c955,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,mutual_information,11,0,0,100,50,11,0.04,relative,0.5,0.01,129.13474639999913,,,,,,5000,4775,4775,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__0a255fdf9b47,mc_reference,0.00013045570699270418,0.00031384094192175106,0.9824249699879952,0.00030690801656456796,0.0005199014952979476,1.0,1.0,1.0,1.0,0.00044148994527823393,15,35,100.0,100.0,1.0,,,0.009806246417859052
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__0a255fdf9b47,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,mutual_information,11,0,0,600,50,11,0.04,relative,0.5,0.01,753.2533118999563,,,,,,30000,28021,28021,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__0a255fdf9b47,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,15,35,600.0,600.0,1.0,,,0.00986831504561729
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__55874777b71a,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,dataset_default,11,0,0,600,50,11,0.04,relative,0.5,0.01,11.590323000011267,,,,,,30000,28021,28021,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__55874777b71a,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,44,600.0,600.0,1.0,,,0.005750908897069677
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__8d79de3f1599,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,dataset_default,11,0,0,600,100,11,0.04,relative,0.5,0.005,48.566669799998635,,,,,,60000,58331,58331,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__8d79de3f1599,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,25,75,600.0,600.0,1.0,,,0.00012429915478585907
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__cc9fd95dbbd8,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,mutual_information,11,0,0,600,100,11,0.04,relative,0.5,0.005,2703.4417046000017,,,,,,60000,58331,58331,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__cc9fd95dbbd8,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,34,66,600.0,600.0,1.0,,,0.004833768183714271
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__value_audit__b0__33eabc6693b9,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,dataset_default,11,0,0,0,100,11,0.04,relative,0.5,0.005,0.475396499998169,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__8d79de3f1599,mc_reference,0.013614871282526747,0.03358835866851061,0.5353920429671597,0.027349459925607878,0.04807391612991711,0.84,1.0,1.0,0.9493670886075949,0.6751501764745176,25,75,,,,,,0.004053397699719848
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__value_audit__b0__5f12a78a2ec5,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,dataset_default,11,0,0,0,50,11,0.04,relative,0.5,0.01,0.3687107999867294,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__55874777b71a,mc_reference,0.008951557930777182,0.02708121331379603,0.9099690508519818,0.036641242758803906,0.06125001216902049,1.0,1.0,1.0,1.0,0.21984745655282212,6,44,,,,,,0.005271742568616567
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__value_audit__b0__69a057d8ba77,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,mutual_information,11,0,0,0,50,11,0.04,relative,0.5,0.01,1.1047846999717876,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__0a255fdf9b47,mc_reference,0.0028001724609746635,0.005721553634503187,0.7925260842208081,0.007341087306225263,0.010267413810398338,0.8,1.0,1.0,0.9210526315789473,0.025133357507789278,15,35,,,,,,0.009548483123336842
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__value_audit__b0__f28855563237,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,mutual_information,11,0,0,0,100,11,0.04,relative,0.5,0.005,3.4171219000127167,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed11__mc_reference__b600__cc9fd95dbbd8,mc_reference,0.0030528816490687006,0.007033918112619908,0.607929016702904,0.0066656889450947025,0.011871558090915935,0.7647058823529411,0.9285714285714286,0.9696969696969697,0.8888888888888888,0.03646850493176454,34,66,,,,,,0.004517939578831519
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__dtg_shapley__b100__1e2206ead3ab,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,23,0,0,100,100,23,0.04,relative,0.5,0.005,367.857781800034,mixed_adaptive_and_natural_fallback,45,55,24,0,8922,7289,7289,5212,0.4788,0.10799999999999998,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__0659e93dbf5e,mc_reference,0.000465356365088423,0.0006723871051457885,0.9510591059105911,0.0005833582305226575,0.0009363036308421116,1.0,0.6,0.7534246575342466,1.0,0.0011652546757763005,27,73,100.0,34.41095890410959,0.3441095890410959,,,0.0023095165759184307
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__dtg_shapley__b100__243f75247c62,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,23,0,0,100,100,23,0.04,relative,0.5,0.005,5.738274899980752,adaptive_probability_sampling,100,0,24,6,7422,6190,6190,4074,0.5926,0.258,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__da31b5906771,mc_reference,0.0007026373351965367,0.0019863516099366367,0.9184038403840384,0.000689209817911075,0.0015709714203056054,1.0,0.25,0.0,0.0,0.014899895879459099,25,75,100.0,20.986666666666668,0.20986666666666667,,,
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__dtg_shapley__b100__74cfcee65fb7,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,23,0,0,100,50,23,0.04,relative,0.5,0.01,1.5086411000229418,adaptive_probability_sampling,16,34,24,4,3578,2901,2901,1942,0.6115999999999999,0.28480000000000005,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__ae8cf524d72a,mc_reference,0.0009050455377450965,0.0027364014000892467,0.9568787515006002,0.0005906319867951566,0.0008625008663669326,1.0,0.8125,0.918918918918919,1.0,0.0058746176030029795,13,37,100.0,17.35135135135135,0.17351351351351352,,,0.0039340483498801065
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__dtg_shapley__b100__f8d6f5e8f7c3,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,23,0,0,100,50,23,0.04,relative,0.5,0.01,107.12232829997083,mixed_adaptive_and_natural_fallback,22,28,24,0,4730,3897,3897,3116,0.3768,0.054400000000000004,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__7551716c477e,mc_reference,0.0005921899180791441,0.0008769297678971566,0.9382472989195678,0.00028286840746287434,0.00041457776009040073,1.0,0.8181818181818182,0.875,1.0,0.0023379426332855724,18,32,100.0,41.125,0.41125,,,0.0045140196033463505
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc__b100__344e1fab2a66,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,mutual_information,23,0,0,100,50,23,0.04,relative,0.5,0.01,135.0627126999898,,,,,,5000,4784,4784,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__7551716c477e,mc_reference,0.00011798875483693018,0.00019945418866093348,0.9937575030012005,0.00021418710711119918,0.0002998769118409759,1.0,1.0,1.0,1.0,8.759467541157029e-05,18,32,100.0,100.0,1.0,,,0.0069496352137794655
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc__b100__6ceb1cbec5f9,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,dataset_default,23,0,0,100,100,23,0.04,relative,0.5,0.005,8.659346899978118,,,,,,10000,9827,9827,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__da31b5906771,mc_reference,0.00028192132420757715,0.0007746812052187444,0.9626042604260426,0.0008591588768473921,0.0014805195118302535,1.0,1.0,1.0,1.0,0.0022964881678580185,25,75,100.0,100.0,1.0,,,0.0036155863789809188
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc__b100__a571a4867b33,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,mutual_information,23,0,0,100,100,23,0.04,relative,0.5,0.005,459.79149779997533,,,,,,10000,9827,9827,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__0659e93dbf5e,mc_reference,0.00034515936099226564,0.0008746144036947674,0.9962076207620763,0.0010794518832011163,0.0016697090281533689,1.0,1.0,1.0,1.0,0.0012672896567896275,27,73,100.0,100.0,1.0,,,0.004956617840356643
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc__b100__b788227a3f4d,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,dataset_default,23,0,0,100,50,23,0.04,relative,0.5,0.01,2.3723365000041667,,,,,,5000,4784,4784,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__ae8cf524d72a,mc_reference,0.0002469206963112958,0.0005895258813955064,0.9365186074429772,0.0006896516863462783,0.0009855035752008058,1.0,1.0,1.0,1.0,0.0015137536143794844,13,37,100.0,100.0,1.0,,,0.007227557167874432
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__0659e93dbf5e,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,mutual_information,23,0,0,600,100,23,0.04,relative,0.5,0.005,2733.619725700002,,,,,,60000,58330,58330,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__0659e93dbf5e,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,27,73,600.0,600.0,1.0,,,0.004965583581530925
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__7551716c477e,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,mutual_information,23,0,0,600,50,23,0.04,relative,0.5,0.01,784.1851975000463,,,,,,30000,28047,28047,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__7551716c477e,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,18,32,600.0,600.0,1.0,,,0.006939108303443951
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__ae8cf524d72a,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,dataset_default,23,0,0,600,50,23,0.04,relative,0.5,0.01,11.818719899980351,,,,,,30000,28047,28047,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__ae8cf524d72a,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,13,37,600.0,600.0,1.0,,,0.0073180518878623035
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__da31b5906771,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,dataset_default,23,0,0,600,100,23,0.04,relative,0.5,0.005,47.88559060002444,,,,,,60000,58330,58330,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__da31b5906771,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,25,75,600.0,600.0,1.0,,,0.0039029006964305603
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__value_audit__b0__4deea9fd4c85,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,mutual_information,23,0,0,0,50,23,0.04,relative,0.5,0.01,1.0289204999571666,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__7551716c477e,mc_reference,0.003762280461228566,0.007054109610958983,0.8413867089493032,0.00895342663052212,0.011644790425652893,0.8333333333333334,1.0,1.0,0.9142857142857143,0.003149507976436941,18,32,,,,,,0.009137383145685787
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__value_audit__b0__9b0462ee29b2,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,dataset_default,23,0,0,0,100,23,0.04,relative,0.5,0.005,0.43371580002713017,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__da31b5906771,mc_reference,0.004578619763821281,0.013696159002777921,0.9470096095228904,0.011919510740995483,0.025260926843733728,0.96,0.96,0.9866666666666667,0.9866666666666667,0.15797405253760238,25,75,,,,,,0.0037745600920272536
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__value_audit__b0__a80668561b99,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,mutual_information,23,0,0,0,100,23,0.04,relative,0.5,0.005,1.9237420000135899,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__0659e93dbf5e,mc_reference,0.003986422388915986,0.00824338151810726,0.7205584613486653,0.011866010254646701,0.015690056299695863,0.8888888888888888,0.7741935483870968,0.9041095890410958,0.9565217391304348,0.05360807904328502,27,73,,,,,,0.004754760466301488
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__value_audit__b0__f92be324166f,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,dataset_default,23,0,0,0,50,23,0.04,relative,0.5,0.01,0.35839690000284463,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed23__mc_reference__b600__ae8cf524d72a,mc_reference,0.005266940021975288,0.013187778213526841,0.9445907966728438,0.012618999398619683,0.0205803282453346,0.8461538461538461,1.0,1.0,0.9487179487179487,0.08788763198203622,13,37,,,,,,0.009660563690554168
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__dtg_shapley__b100__060ddcc1d6a0,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,42,0,0,100,100,42,0.04,relative,0.5,0.005,4.804018000024371,adaptive_probability_sampling,100,0,24,8,5910,5131,5131,3316,0.6684,0.4092,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__48cd3f8c5afa,mc_reference,0.0016448114701197577,0.005346557121288044,0.9353855385538554,0.0023840505228803687,0.004103792130590115,1.0,0.2,0.0,0.0,0.046063124400826716,20,80,98.6,16.8,0.17038539553752538,,,
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__dtg_shapley__b100__6d790c29d212,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,42,0,0,100,50,42,0.04,relative,0.5,0.01,140.04131010000128,uniform_mc_natural_fallback,39,11,24,0,5094,4882,4882,5000,0.0,-0.018399999999999972,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__0f2eae956a6c,mc_reference,8.31377597707885e-05,0.0001929764023595824,0.9713805522208884,0.00010516448857103587,0.00024276423166971536,1.0,0.6410256410256411,0.44,1.0,8.944610101249695e-05,25,25,100.0,100.0,1.0,,,0.005120476241847218
